,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Eigenschaften,Lieferant,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Hinweis,Kann Spuren enthalten von ,Frischegarantie (mindestens),Ursprungsregion,Lagerung,Natrium,Ursprungsland,Inverkehrbringer,Beschreibung,Size,Delivery days,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Schär anzeigen,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Barilla anzeigen,Abtropfgewicht,Füllmenge,Unser Beitrag für Nachhaltigkeit,4. Anrichten,3. Abschrecken,2. Aufkochen,1. Auspacken,Produktgewicht,Bruttogewicht,FAO-Gebiet Bezeichnung,Drained weight,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Del Monte anzeigen,Bei Raumtemperatur lichtgeschützt aufbewahren. Nach dem Öffnen kühl (max. +7°C) lagern und innerhalb von 2 Tagen aufbrauchen. Mindestens haltbar bis,davon Polyole,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Nestlé anzeigen,Einfach ungesättigte Fettsäuren,Informationen zum Angebot,mehrfach ungesättigte Fettsäuren
41,Pide Fladenbrot,"1,69€","Traditionelles, türkisches Weizenbrot. Typisch ist die flache Fladenform und die sehr weiche, lockere Krume. Die Bestreuung mit Sesam und Kümmel gibt eine zusätzliche geschmackliche Note. , Harry-Brot GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42193-pide-pide-fladenbrot/,https://bilder.kolonial.no/local_products/20d9b12f-04ee-4629-8c56-91cafd07af08.jpg?auto=format&fit=max&w=994&s=72301f1af3464dd06ec32393374ad5ce,1.40 g,8.30 g,,2.90 g,2.90 g,1.80 g,1.80 g,1048 kJ / 250 kcal,,"Harry-Brot GmbH, 22859 Schenefeld","WEIZENmehl, Wasser, Hefe, Salz, Ackerbohnenmehl, SESAM, Schwarzkümmel, Säureregulator Natriumacetate, Emulgator Mono- und Diacetylweinsäureester von Mono- und Diglyceriden von Speisefettsäuren¹, Stabilisator Guarkernmehl, WEIZENeiweiß, Dextrose, Rapsöl.
¹pflanzlicher Ursprung
Kann Spuren von SOJA und MILCH enthalten. ",500 Gramm,täglich,"Brot, Backwaren & Aufstriche",Backwaren,oda,,"Sojabohnen, Milch.",6 Tage,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Harry Hamburger Brötchen  6 Stk,"1,19€","Hamburger Brötchen 6 St./300g , Harry-Brot GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56974-harry-harry-hamburger-brotchen-6-stk/,https://bilder.kolonial.no/local_products/7878e110-c16a-460c-96dc-cf3e63813b0f.png?auto=format&fit=max&w=350&s=4ec821a630b481e141d10e1b01a12c1d,1.10 g,8.70 g,2.40 g,8.20 g,50 g,1.20 g,5.90 g,1235 kJ / 293 kcal,,"Harry-Brot GmbH, 22859 Schenefeld","WEIZENmehl, Wasser, Zucker, Rapsöl, Hefe, Salz, Emulgatoren (E472e, E481)¹⁾, Säureregulator Natriumacetate, Ethylalkohol, Aroma, Mehlbehandlungsmittel E300.
¹⁾ pflanzlicher Ursprung
Kann Spuren von MILCH und SESAM enthalten. ",300 Gramm,täglich,"Brot, Backwaren & Aufstriche",Backwaren,oda,,"Milch, Sesamsamen.",,Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Harry XXL Burger Brötchen  4Stk,"1,25€","XXL Burger Brötchen 4St./300g , Harry-Brot GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56975-harry-harry-xxl-burger-brotchen-4stk/,https://bilder.kolonial.no/local_products/338d1186-2bca-494c-b970-98c4a6e86b00.png?auto=format&fit=max&w=530&s=855728e3b729b054295af466a2711fcc,1.20 g,9 g,2.40 g,8 g,50 g,0.50 g,4.80 g,1200 kJ / 284 kcal,,"Harry-Brot GmbH, 22859 Schenefeld","WEIZENmehl, Wasser, Zucker, Rapsöl, Hefe, SESAM 2 %, Salz, Emulgatoren (E472e, E481)¹⁾, Säureregulator Natriumacetate, Ethylalkohol, Aroma, Mehlbehandlungsmittel E300. 
¹⁾ pflanzlicher Ursprung
Kann Spuren von MILCH enthalten. ",300 Gramm,täglich,"Brot, Backwaren & Aufstriche",Backwaren,oda,,Milch.,,Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Block House Burger Brötchen,"1,99€","Die Block House Burger Brötchen mit Roggensauerteig bestechen durch ihren rustikalen Geschmack. Außen knusprig und innen locker-leicht – ein Genuss für alle, die bei Ihrem Burger auch großen Wert auf die Qualität des Brötchens legen. , BLOCK HOUSE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/48108-block-house-block-house-burger-brotchen/,https://bilder.kolonial.no/local_products/bd76cfc1-f3f7-4bfc-82e1-09330b747919.jpg?auto=format&fit=max&w=1000&s=7c40e72b82433d61961201713d9ee4e1,1.50 g,8.40 g,,2.70 g,2.70 g,2.20 g,2.20 g,1053 kJ / 252 kcal,,"BLOCK HOUSE, 22339 Hamburg","WEIZENMEHL, Wasser, HARTWEIZENMEHL, Hefe, Speisesalz, getrockneter ROGGENSAUERTEIG (1, 4 %), Olivenöl, WEIZENMALZMEHL, WEIZENKLEBER, Rapsöl. Bestreuung: HARTWEIZENGRIESS ",280 Gramm,täglich,"Brot, Backwaren & Aufstriche",Backwaren,oda,,"Milch, Sesamsamen.",,Deutschland,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Schär Hamburger-Brötchen,"3,69€","Der amerikanische Klassiker. Ideal für herzhafte Hamburger

Unter Schutzatmosphäre verpackt

Glutenfrei, Weizenfrei, Laktosefrei, ohne Konservierungsstoffe, Ballaststoffquelle , Dr. Schär AG / SPA hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/19312-schar-schar-hamburger-brotchen/,https://bilder.kolonial.no/local_products/1d9131a5-f434-44d9-92f6-09ab8c4fb61d.jpg?auto=format&fit=max&w=565&s=4d86d1ff94310a684b9dbffbe352457f,0.98 g,3.20 g,5.40 g,6.70 g,45 g,0.30 g,2.40 g,957 kJ / 226 kcal,,"Dr. Schär AG / SPA, Winkelau 9, 39014 Burgstall/Postal, Italien","Sauerteig 25% (Reismehl,
Wasser), Wasser, Reisstärke, Maisstärke, Hirsemehl, pflanzliche Faser (Psyllium),
Zucker, Verdickungsmittel: Hydroxy-propylmethylcellulose; LUPINENPROTEIN, Sonnenblumenöl, Hefe, Salz, Emulgator: Mono- und Diglyceride von Speisefettsäuren;
Aroma. Kann Spuren von SOJA und SENF enthalten. LAKTOSEFREI. WEIZENFREI ",300 Gramm,täglich,"Brot, Backwaren & Aufstriche",Backwaren,oda,,"Sojabohnen, Senf.",,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Harry Hot Dogs 4 Stk,"2,09€","Hot Dogs 4St./250g , Harry-Brot GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56973-harry-harry-hot-dogs-4-stk/,https://bilder.kolonial.no/local_products/1e2c0647-52f5-4201-8c59-e08d12db7d2f.png?auto=format&fit=max&w=577&s=f23665314d607d40a9613753df86ed42,1 g,8.70 g,2.70 g,7.50 g,51 g,0.60 g,4.40 g,1199 kJ / 284 kcal,,"Harry-Brot GmbH, 22859 Schenefeld","WEIZENmehl, Wasser, Zucker, Rapsöl, Hefe, Salz, Emulgatoren (E472e, E481)¹⁾, Säureregulator Natriumacetate, Ethylalkohol, Aroma. 
¹⁾ pflanzlicher Ursprung
Kann Spuren von MILCH und SESAM enthalten. ",250 Gramm,täglich,"Brot, Backwaren & Aufstriche",Backwaren,oda,,"Milch, Sesamsamen.",,Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Golden Toast American Hotdog 4St.,"1,65€","Golden Toast American Hot Dogs 4er 250g (4 Stück) , Lieken Brot- und Backwaren GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/53107-golden-toast-golden-toast-american-hotdog-4st/,https://bilder.kolonial.no/local_products/3bb5b02f-3f4d-4b39-b5d3-e46079437f23.jpg?auto=format&fit=max&w=1000&s=f60d33539ae6f4b6f6e0191ad51868cb,1.25 g,8.50 g,3 g,7.50 g,50 g,1 g,4 g,1167 kJ / 276 kcal,,"Lieken Brot- und Backwaren GmbH, Dessauer Straße 126, 06886 Lutherstadt Wittenberg, Deutschland","WEIZENMEHL, Wasser, Zucker, Hefe, Rapsöl, Salz, Emulgatoren (Mono- und Diglyceride von Speisefettsäuren, Natriumstearoyl-2-lactylat), GERSTENMALZMEHL, Säureregulator Natriumacetate, Aroma, Alkohol. Kann Spuren von SOJA, SENF, SESAM und LUPINEN enthalten. ",250 Gramm,täglich,"Brot, Backwaren & Aufstriche",Backwaren,oda,,"Sojabohnen, Senf, Sesamsamen, Lupine.",,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Ibis Sandwich Baguettes XXL,"2,39€","Vorgeschnittenes Weizenfeingebäck. Soft und frisch, direkt zum Belegen. , IBIS Backwarenvertriebs GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46813-ibis-ibis-sandwich-baguettes-xxl/,https://bilder.kolonial.no/local_products/33346631-fd86-4e2b-9495-6249c09deb07.jpg?auto=format&fit=max&w=395&s=20c9ae8a35788f7e00c8447c19072a8d,1 g,10 g,,6.90 g,6.90 g,8.90 g,8.90 g,1355 kJ / 324 kcal,,"IBIS Backwarenvertriebs GmbH, Pascalstraße 14, 52076 Aachen, Deutschland","WEIZENVOLLKORNMEHL, WEIZENMEHL, Wasser, Rapsöl, Zucker, WEIZENGLUTEN, Backhefe, Emulgator: Mono- und Diglyceride von Speisefettsäuren; Branntweinessig, Speisesalz, inaktive Backhefe, WEIZENMALZMEHL, BUTTER, Mehlbehandlungsmittel: Ascorbinsäure; MILCHEIWEIß, natürliches Aroma (enthält Alkohol). Kann Spuren von EIERN und SOJA enthalten. ",340 Gramm,täglich,"Brot, Backwaren & Aufstriche",Backwaren,oda,,,6 Tage,Frankreich,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Mestemacher Pita Weizen-Brottaschen 6er,"2,29€","Via Internet wächst die Welt zusammen - auch geschmacklich. Südländische Weizenspezialitäten wie Pita-Brote bieten wir in bester Qualität an.

unter Schutzatmosphäre verpackt. , MESTEMACHER GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44954-mestemacher-mestemacher-pita-weizen-brottaschen-6e/,https://bilder.kolonial.no/local_products/affa9bd0-b0d3-4e1d-bb49-46573923a6a4.jpg?auto=format&fit=max&w=963&s=838b0af38d77836b615c0b228e52312b,1.40 g,7.80 g,3.70 g,2.20 g,51.90 g,0.30 g,1.10 g,1085 kJ / 256 kcal,,"MESTEMACHER GmbH, Postfach 2451 , 33254 Gütersloh, Deutschland","WEIZENMEHL (73%), Wasser, Jodsalz (Salz, Kaliumjodat), Hefe, Branntweinessig, Zucker, WEIZENMALZMEHL. ",400 Gramm,täglich,"Brot, Backwaren & Aufstriche",Backwaren,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Mestemacher Kebab Brot,"2,39€","Weizenfladenbrote für Döner Kebab. Ideal für den Döner Kebab Imbiss mit geschnetzeltem Fleisch, Salat, Zwiebeln und einer Soße nach Wahl. Delikat auch als Beilage zu Salat. Pizza ist out? Dann versammeln Sie Ihre Familie in der Küche und bereiten Sie sich mit unserem Kebab Brot Ihren Kebab nach Wunsch zu. Ob traditionell, vegetarisch oder vegan. Unser Kebab Brot ist frei von tierischen Erzeugnissen.

unter Schutzatmosphäre verpackt , MESTEMACHER GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/53095-mestemacher-mestemacher-kebab-brot/,https://bilder.kolonial.no/local_products/69f05b8e-5970-4cfc-bea6-444ee1a92bec.jpg?auto=format&fit=max&w=1000&s=83bd0b8308dcd5a840eab792c7b2405e,0.84 g,8.40 g,3 g,1.90 g,48.50 g,0.20 g,1 g,1030 kJ / 243 kcal,,"MESTEMACHER GmbH, Postfach 2451 , 33254 Gütersloh, Deutschland","WEIZENMEHL, Wasser, Hefe, Salz, Zucker, Branntweinessig. ",400 Gramm,täglich,"Brot, Backwaren & Aufstriche",Backwaren,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Fuego Tortillas Classic 25cm,"3,29€","FUEGO Tortillas Classic, 25cm , Theodor Kattus GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43291-fuego-fuego-tortillas-classic-25cm/,https://bilder.kolonial.no/local_products/3ea1fb10-1c4a-4dc2-aeda-6ef6d60775fa.jpg?auto=format&fit=max&w=929&s=c7392a1c3687c831b0f30416567ce46b,1.30 g,9.30 g,3 g,1.30 g,54.20 g,3.30 g,8 g,1400 kJ / 332 kcal,,"Theodor Kattus GmbH, Dieter-Fuchs-Straße 10, 49201 Dissen am Teutoburger Wald, Deutschland","WEIZENMEHL(66%), Wasser, Palmöl, Stabilisatoren: E422, E466, E412; Backtriebmittel: E500, E450; Speisesalz, Säuerungsmittel: E296; Emulgator: E471; Dextrose, Konservierungsstoffe: E282, E202; Mehlbehandlungsmittel: E920. ",380 Gramm,täglich,"Brot, Backwaren & Aufstriche",Backwaren,oda,,,,,,0.50 g,,,,,,,,,,,,,,,,,,,,,,,,,
52,Fuego Tortillas Mexican Style,"2,79€","FUEGO Tortillas Mexican Style 320g , Theodor Kattus GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46897-fuego-fuego-tortillas-mexican-style/,https://bilder.kolonial.no/local_products/ae23fcbf-8b99-484f-ab35-6f35be7d51fb.jpg?auto=format&fit=max&w=929&s=46b484ea16ae44f7fc638ac7b2cb89bf,1.30 g,8.20 g,3 g,2.50 g,51.20 g,1.40 g,8 g,1330 kJ / 316 kcal,,"Theodor Kattus GmbH, Dieter-Fuchs-Straße 10, 49201 Dissen am Teutoburger Wald, Deutschland","WEIZENMEHL (34 %), Maismehl (24 %), Wasser, Stabilisatoren: E422, E466, E412; Rapsöl, Backtriebmittel: E500, E450; WEIZENGLUTEN, Speisesalz, Emulgator: E471; Säuerungsmittel: E296; Dextrose, Konservierungsstoffe: E282, E202; Mehlbehandlungsmittel: E920. Kann Spuren von Soja enthalten ",320 Gramm,täglich,"Brot, Backwaren & Aufstriche",Backwaren,oda,,,,,,0.50 g,,,,,,,,,,,,,,,,,,,,,,,,,
53,Deli Sun Vollkorn Wraps 6er,"1,99€","Weizen Tortilla Wraps. , Kunua Handelsgesellschaft mbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43058-deli-sun-deli-sun-vollkorn-wraps-6er/,https://bilder.kolonial.no/local_products/ad3cec18-5dea-4293-a063-217768c60092.jpg?auto=format&fit=max&w=967&s=4ba513b3ca41212352bbeee5717c6ff4,1.50 g,7.60 g,,1.40 g,1.40 g,7.70 g,7.70 g,1300 kJ / 311 kcal,,"Kunua Handelsgesellschaft mbH & Co. KG, Schürhornweg 18a, 33649 Bielefeld, Deutschland","WEIZENMEHL (54%), Wasser, Palmfett, KLEIE (4%), Stabilisator (E422), Salz, Emulgator pflanzlichen Ursprungs (E471, aus Palmöl und/oder Rapsöl), Säureregulatoren (E296, E330), WEIZENGLUTEN, Konservierungsstoffe (E282, E202), Backtriebmittel (E500ii), Verdickungsmittel (E415), Mehlbehandlungsmittel (E920). ",360 Gramm,täglich,"Brot, Backwaren & Aufstriche",Backwaren,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Sinnack Tortillas 6er Wraps,"1,95€","Runde, dünne Teigfladen aus Weizenmehl. Kombinierbar mit vielen verschiedenen Zutaten. , Sinnack Backspezialitäten GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44997-sinnack-sinnack-tortillas-6er-wraps/,https://bilder.kolonial.no/local_products/c6ca2307-3d07-4cc2-8e5c-17e0284d2682.jpg?auto=format&fit=max&w=998&s=52decdb911864cc1312d5cedf9d6b910,1 g,7.70 g,,1.80 g,55 g,0.90 g,6 g,1319 kJ / 315 kcal,,"Sinnack Backspezialitäten GmbH & Co. KG, Harderhook 15 , 46395 Bocholt, Deutschland","WEIZENMEHL 73%, Wasser, Rapsöl, Feuchthaltemittel: Glycerin; Dextrose, Emulgator: Mono- und Diglyceride von Speisefettsäuren; jodiertes Speisesalz (Speisesalz, Kaliumjodat), Säureregulator: Äpfelsäure. Unter Schutzatmosphäre verpackt. ",372 Gramm,täglich,"Brot, Backwaren & Aufstriche",Backwaren,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Schär Wrap,"2,99€","Die Lieblingszutaten bunt zusammenwürfeln, rollen und schon ist der Wrap fertig. So vielfältig, dass keiner widerstehen kann.

Dieses Produkt wurde unter Schutzatmosphäre verpackt.

Glutenfrei, Weizenfrei, Laktosefrei, Vegetarisch, Ballaststoffreich , Dr. Schär AG / SPA hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/31292-schar-schar-wrap/,https://bilder.kolonial.no/local_products/c31772b2-36eb-469e-a8b7-2dfd1728e8be.jpg?auto=format&fit=max&w=688&s=bcd01d1da0c756cdf34f69e34808045f,1 g,7.10 g,9.30 g,1.50 g,49 g,3.10 g,6.20 g,1258 kJ / 299 kcal,,"Dr. Schär AG / SPA, Winkelau 9, 39014 Burgstall/Postal, Italien","Reismehl, Wasser, pflanzliche Margarine (Palmfett, Sonnenblumenöl, Wasser, Emulgator: Mono- und
Diglyceride von Speisefettsäuren; Salz), Feuchthaltemittel: Sorbitol; pflanzliche Faser (Psyllium),
SOJAPROTEIN, Reisstärke, Verdickungsmittel: Guarkernmehl, Johannisbrotkernmehl; Salz, Säuerungsmittel:
Weinsäure (L+); Konservierungsstoff: Kaliumsorbat. Kann Spuren von SENF enthalten. ",160 Gramm,täglich,"Brot, Backwaren & Aufstriche",Backwaren,oda,,Senf.,,Italien,,,,,,,,,,,,,,,,,,,,,,,,,,,
