,PROD_NAME,PROD_PRICE,PROD_ITEM,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Mögliche Lieferzeiten,Inhalt,Handelsklasse,Ursprungsland,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Eigenschaften,Lieferant,Region,Ursprungsregion,Qualität,Sorte,Beschreibung,Handelsmarke,Urprungsland,Handelklasse,Mix,Zutaten/Inhaltsstoffe,,Brennwert,Fett,davon gesättigte Fettsäuren,Kohlenhydrate,Zucker,Protein,Frischegarantie (mindestens),Ballaststoffe,Kann Spuren enthalten von 
106,Blumenkohl,"1,99€",Kohl,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55949-blumenkohl-mind-1-kg/,https://bilder.kolonial.no/local_products/93751a4f-5a69-4f7a-9589-eb729f86f653.jpg?auto=format&fit=max&w=532&s=a26d512ea5009e212147a3ee424638c8,täglich,1 Stück,I,"Frankreich, Spanien, Italien, Deutschland oder Dänemark",Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
107,Bio Zucchini,"1,79€",Zucchini,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56287-bio-zucchini-2-3-stuck/,https://bilder.kolonial.no/local_products/56d3ad1d-89cf-407a-92ae-77a9259109b8.jpg?auto=format&fit=max&w=1000&s=f7b2bb855b2f215061eb8897882d1bc5,täglich,500 Gramm,II,Spanien oder Deutschland,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
108,Kartoffeln vorwiegend festkochend,"2,19€",Kartoffeln,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56437-kartoffeln-vorwiegend-festkochend/,https://bilder.kolonial.no/local_products/f208daff-cc45-490e-9dc8-994f4d69928f.jpg?auto=format&fit=max&w=1000&s=38330131b10be858fe5dbc532bd08131,täglich,"2,50 Kilogramm",,Deutschland,Obst & Gemüse,Gemüse,oda,,Märkische Agrargenossenschaft e.G. Mittenwalde,,,I - gemäß Berliner Vereinbarung,,,,,,,,,,,,,,,,,
109,Kopfsalat mit Wurzel,"1,79€",Salat,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/61490-kopfsalat-mit-wurzel/,https://bilder.kolonial.no/local_products/3224bcb8-39b6-4394-bc37-245a5b8248c7.jpg?auto=format&fit=max&w=1000&s=8ea9f903ecfa39c5452e4bb12a5d685a,täglich,1 Stück,I,,Obst & Gemüse,Gemüse,oda,,keine Angabe,,,,,,,Deutschland oder Belgien,,,,,,,,,,,,,
110,Bio Spargel grün,"4,19€",Spargel,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54738-bio-spargel-grun/,https://bilder.kolonial.no/local_products/3356358c-1ec9-4eea-8e99-53f3ee9dab12.jpg?auto=format&fit=max&w=288&s=c1b8e4ebbfd967cd8af05ebd50132bc9,täglich,400 Gramm,II,Italien,Obst & Gemüse,Gemüse,oda,Bio-Produkt,keine Angabe,,,,,,,,,,,,,,,,,,,,
111,Minigurken,"1,79€",Gurken,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55557-minigurken-3-6-stuck/,https://bilder.kolonial.no/local_products/8513678a-af0f-4af2-82b7-1936e2f25c68.jpg?auto=format&fit=max&w=1000&s=a4ea88d6c81cd7151f5137ac46c147ed,täglich,200 Gramm,I,Spanien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
112,Bluccoli,"2,89€",Brokkoli,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55948-bluccoli-blumenkohl-brokkoli-mix/,https://bilder.kolonial.no/local_products/376f34d4-b9f4-403f-bee1-6633a89b5473.jpg?auto=format&fit=max&w=1000&s=ecd2e1234c1e3766168ae40846cafdc9,täglich,400 Gramm,I,Spanien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
113,Chinakohl,"2,09€",Kohl,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55951-chinakohl-ca-800g/,https://bilder.kolonial.no/local_products/bfa440f0-91fc-4c77-b3e9-da83a551c91f.jpg?auto=format&fit=max&w=369&s=6daf366eb55660ba7add900750b52255,täglich,1 Stück,I,Spanien oder Polen,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
114,Kartoffeln vorwiegend festkochend,"2,29€",Kartoffeln,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56289-kartoffeln-vorwiegend-festkochend/,https://bilder.kolonial.no/local_products/d2ad73ee-c8d8-4e40-82b0-149da850ebd4.jpg?auto=format&fit=max&w=1000&s=cccb9b4089bfd604692495f71d6d11a7,täglich,2 Kilogramm,,Deutschland,Obst & Gemüse,Gemüse,oda,,Märkische Agrargenossenschaft e.G. Mittenwalde,,,I - gemäß Berliner Vereinbarung,siehe Etiekett,,,,,,,,,,,,,,,,
115,Bio Mini-Romanasalat,"2,49€",Salat,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/49962-bio-mini-romanasalat/,https://bilder.kolonial.no/local_products/540251ba-dc19-44d4-b43d-3436b45ecf05.jpg?auto=format&fit=max&w=1000&s=83b6638c596f8d05442201f5d47703ef,täglich,1 Packung,II,"Deutschland, Spanien",Obst & Gemüse,Gemüse,oda,Bio-Produkt,keine Angabe,,,,,,,,,,,,,,,,,,,,
116,Spitzkohl,"1,49€",Kohl,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55966-spitzkohl-mind-600g/,https://bilder.kolonial.no/local_products/8d99842d-a57a-4853-b6f9-a90c3efc0609.jpg?auto=format&fit=max&w=637&s=24c60dae5591f74e1bca094c2d2a9d7e,täglich,1 Stück,I,Deutschland oder Spanien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
117,Minigurke,"0,55€",Gurken,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56062-minigurke-mind-90g/,https://bilder.kolonial.no/local_products/b61cca93-5870-4800-9e0f-c40369b1a800.png?auto=format&fit=max&w=1000&s=1b10a59adbe417b1233859d523945cb3,täglich,1 Stück,I,Deutschland,Obst & Gemüse,Gemüse,oda,,keine Angabe,Brandenburg (Bralitz),,,,,,,,,,,,,,,,,,,
118,Kartoffeln festkochend,"2,29€",Kartoffeln,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56290-kartoffeln-festkochend/,https://bilder.kolonial.no/local_products/0024e5fc-489e-4c46-95b5-74944b31b239.jpg?auto=format&fit=max&w=1000&s=416332a9a77da2e99ef1bd26d464714d,täglich,2 Kilogramm,,Deutschland,Obst & Gemüse,Gemüse,oda,,Märkische Agrargenossenschaft e.G. Mittenwalde,,,I - gemäß Berliner Vereinbarung,Siehe Etikett,,,,,,,,,,,,,,,,
119,Mini Romanasalat,"2,49€",Salat,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/49132-mini-romanasalat/,https://bilder.kolonial.no/local_products/55ca3961-f371-4b71-88bd-f056c737a05f.jpg?auto=format&fit=max&w=1000&s=dcff624de92e45aba9346e6486fb06ee,täglich,1 Packung,I,Spanien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
120,Bio Pastinake,"2,29€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54131-bio-pastinake/,https://bilder.kolonial.no/local_products/f79ae962-b805-430a-9e64-b64555105cba.jpg?auto=format&fit=max&w=1000&s=df296dd8705b60b1d5fec6be16a2fd92,täglich,500 Gramm,,Deutschland oder Niederlande,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
121,Bio Demeter Speisezwiebeln,"1,99€",Zwiebeln,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54138-bio-demeter-speisezwiebeln/,https://bilder.kolonial.no/local_products/10625fdd-96d4-46b7-b44c-165013b0de9c.jpg?auto=format&fit=max&w=1000&s=d584529b1b9593ac9edc6968605480d9,täglich,500 Gramm,II,"Deutschland, Niederlande",Obst & Gemüse,Gemüse,oda,Bio-Produkt,keine Angabe,,,,,,,,,,,,,,,,,,,,
122,Paprika rot,"2,39€",Paprika & Chili,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56225-paprika-rot/,https://bilder.kolonial.no/local_products/0af03a17-8761-463c-ad21-5a3fdd0ea05b.jpg?auto=format&fit=max&w=1000&s=f4f24c8afee4f40f13d84adaf29dfd94,täglich,500 Gramm,I,Spanien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
123,Mini Rispentomaten,"3,49€",Tomaten,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56256-mini-rispentomaten/,https://bilder.kolonial.no/local_products/5f5d9fe7-284c-4f3f-aa72-f4b61df6a8f0.png?auto=format&fit=max&w=1000&s=003f30991a7b876e7ceed9656d913737,täglich,350 Gramm,I,Spanien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
124,Kartoffeln mehligkochend,"2,29€",Kartoffeln,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56291-kartoffeln-mehligkochend/,https://bilder.kolonial.no/local_products/153527f7-b41a-439f-9bdb-d32bb60d4657.jpg?auto=format&fit=max&w=1000&s=cb3189bb70c2255c83131b9a2a569f24,täglich,2 Kilogramm,,Deutschland,Obst & Gemüse,Gemüse,oda,,Märkische Agrargenossenschaft e.G. Mittenwalde,,,I - gemäß Berlinier Vereinbarung,Siehe Etikett,,,,,,,,,,,,,,,,
125,Bio Zwiebeln gelb im Netz,"1,99€",Zwiebeln,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54137-bio-zwiebeln-gelb-im-netz/,https://bilder.kolonial.no/local_products/7fd66ed2-1243-4995-813b-5421bb17e4af.jpg?auto=format&fit=max&w=1000&s=1074920e3e54821a01c01302e4b1694a,täglich,750 Gramm,I,"Deutschland, Niederlande",Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
126,Pastinake,"1,39€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55959-pastinake/,https://bilder.kolonial.no/local_products/10945884-f3b4-495a-a737-a68fce88dbeb.jpg?auto=format&fit=max&w=1000&s=c0d629fd2af66f7d77bd7954e82e3f5a,täglich,500 Gramm,I,Deutschland,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
127,Paprika Mix,"2,99€",Paprika & Chili,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56224-paprika-mix-2-3-stuck/,https://bilder.kolonial.no/local_products/44a818fb-1ab3-465e-82f6-9846075eee92.png?auto=format&fit=max&w=1000&s=c46a7d24aeecbfe60b83ebbed34c1856,täglich,500 Gramm,I,Spanien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
128,Kartoffeln festkochend Drillinge,"2,29€",Kartoffeln,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56292-kartoffeln-festkochend-drillinge/,https://bilder.kolonial.no/local_products/bb3beed9-6d88-48cb-b4cf-1a836c6bf978.jpg?auto=format&fit=max&w=1000&s=4ec73548eefd736f64b5e9728a44378d,täglich,1 Kilogramm,,Deutschland,Obst & Gemüse,Gemüse,oda,,Märkische Agrargenossenschaft e.G. Mittenwalde,,,I - gemäß Berliner Vereinbarung,siehe Etikett,,,,,,,,,,,,,,,,
129,Eichblattsalat rot,"2,09€",Salat,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/49960-eichblattsalat-rot/,https://bilder.kolonial.no/local_products/2987decf-bb9e-44e7-b5d6-fa79da199f40.jpg?auto=format&fit=max&w=1000&s=724bb44ed4b6fb26ffc8288abae63e8d,täglich,1 Stück,I,"Deutschland, Spanien oder Frankreich",Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
130,Bio Schalotten,"1,99€",Zwiebeln,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54445-bio-schalotten/,https://bilder.kolonial.no/local_products/d2d0ad83-ec74-45ae-a121-466701abf683.jpg?auto=format&fit=max&w=839&s=34b53a0aa081609692f2dbfe7da71480,täglich,250 Gramm,II,Niederlande,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
131,Bio Fenchel,"1,19€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54732-bio-fenchel-ca-250g/,https://bilder.kolonial.no/local_products/48975147-af37-4fe5-a8c4-bccbb8c6e5c9.jpg?auto=format&fit=max&w=598&s=9f7aa80fb4d47f7230fa8894c15c85c7,täglich,1 Stück,II,Italien,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
132,Bio Paprika Mix,"2,99€",Paprika & Chili,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55566-bio-paprika-mix-2-3-stuck/,https://bilder.kolonial.no/local_products/9ac53f36-84cf-4a80-b6a8-0ebb111365d5.jpg?auto=format&fit=max&w=1000&s=14bc4f2b49c4c2bae91aa3a0422df25b,täglich,400 Gramm,I,Spanien,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
133,Lollo Bionda Salat,"1,89€",Salat,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/49956-lollo-bionda-salat/,https://bilder.kolonial.no/local_products/12987f8d-5d05-4c8f-9d2f-e0f4bc253505.jpg?auto=format&fit=max&w=842&s=48b65d44fac4f204f1bcc741a1969ff0,täglich,1 Stück,I,"Deutschland, Spanien oder Italien",Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
134,Bio Zwiebeln rot,"2,49€",Zwiebeln,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54446-bio-zwiebeln-rot/,https://bilder.kolonial.no/local_products/ed74b957-72d8-430a-bfff-0fe0ade3db79.jpg?auto=format&fit=max&w=1000&s=ffa5587292530a538cd60ab03acda3a5,täglich,500 Gramm,II,Niederlande,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
135,Bio Süßkartoffeln,"2,49€",Kartoffeln,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54448-bio-susskartoffeln/,https://bilder.kolonial.no/local_products/02041b55-55d3-4ae1-abb3-afe2a88d946a.jpg?auto=format&fit=max&w=1000&s=71b767bbac4102dddae05750d8cac2b4,täglich,500 Gramm,,"USA, Ägypten oder Spanien",Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
136,Bio Blumenkohl,"2,99€",Kohl,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54721-bio-blumenkohl-ca-600g/,https://bilder.kolonial.no/local_products/6b4508cb-b4a5-4915-8852-1f0257a8b11d.jpg?auto=format&fit=max&w=532&s=cdf3ba8b120788ed92c78199a276a897,täglich,1 Stück,II,Italien,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
137,Fenchel,"0,89€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54733-fenchel-ca-300g/,https://bilder.kolonial.no/local_products/4bf7c062-13bb-4b3d-b1b8-1f3a74a33f17.jpg?auto=format&fit=max&w=598&s=6c5728e856ea651faab520ffeadf2c7a,täglich,1 Stück,,Italien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,I,,,,,,,,,,,,
138,Lollo Rosso Salat,"1,89€",Salat,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/49955-lollo-rosso-salat/,https://bilder.kolonial.no/local_products/e3e4f7c0-7dd5-4c43-b833-e961ece467fe.jpg?auto=format&fit=max&w=1000&s=ffdeaa60a44cb99727cbe0017e9f3a4e,täglich,1 Stück,I,"Deutschland, Spanien oder Italien",Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
139,Bio Knollensellerie,"2,29€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54133-bio-knollensellerie-mind-800g/,https://bilder.kolonial.no/local_products/98b10039-3a83-4b6e-b260-ffe8c712cb8e.jpg?auto=format&fit=max&w=235&s=f034016b310c68773e46873572672b15,täglich,1 Stück,II,Deutschland oder Niederlande,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
140,Süßkartoffeln,"3,59€",Kartoffeln,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55063-susskartoffeln/,https://bilder.kolonial.no/local_products/644efc5f-9cdc-4416-9764-8a13aab691f2.jpg?auto=format&fit=max&w=1000&s=282548ed1e00a93d625b5733d49e6a9d,täglich,750 Gramm,,Ägypten,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
141,Kohlrabi,"0,95€",Kohl,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55952-kohlrabi/,https://bilder.kolonial.no/local_products/7fd495e5-ccac-4044-8492-9712c53e6057.jpg?auto=format&fit=max&w=1000&s=9b8c4cf05e865b652c6d232b8c9426af,täglich,1 Stück,I,Spanien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
142,Lauchzwiebeln im Bund,"0,99€",Zwiebeln,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56057-lauchzwiebeln-im-bund-mind-125g/,https://bilder.kolonial.no/local_products/9a67a766-93bb-4316-a8cd-98316acb16e6.jpg?auto=format&fit=max&w=816&s=4d796b7f77d763503dc4b68fa0c389ce,täglich,1 Stück,I,Ägypten,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
143,Cherry-Rispentomaten,"2,49€",Tomaten,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56255-cherry-rispentomaten-juanita/,https://bilder.kolonial.no/local_products/a5e2f94b-8901-4515-aa0d-9e28d9a87d0e.jpg?auto=format&fit=max&w=1000&s=6e4ac4f27a0a4e8a24f7d74b19d92a13,täglich,200 Gramm,I,Niederlande,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
144,Bio Kurkuma,"0,79€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54123-bio-kurkuma/,https://bilder.kolonial.no/local_products/3d9bafd0-8db1-4980-824a-413b91de1af5.jfif?auto=format&fit=max&w=260&s=57c6d2d5caeb29b5b16c07708a224380,täglich,70 Gramm,I,Peru,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
145,Bio Kohlrabi,"1,39€",Kohl,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54728-bio-kohlrabi/,https://bilder.kolonial.no/local_products/10c6e107-c404-4e5d-849f-88e4a87fb35f.png?auto=format&fit=max&w=1000&s=8220c67bee5a405662b075be05d8a8e0,täglich,1 Stück,II,Italien,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
146,Feldsalat,"1,69€",Salat,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/49958-feldsalat/,https://bilder.kolonial.no/local_products/747a5185-6cb2-469d-94da-ecb4f2c065a5.png?auto=format&fit=max&w=945&s=43e7ccbbbcc68eae88fe268656363a15,täglich,150 Gramm,I,Italien oder Deutschland,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
147,Paprika Mini Mix,"2,39€",Paprika & Chili,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55564-paprika-mini-mix/,https://bilder.kolonial.no/local_products/bbf0cd5e-d4b2-43e6-a829-707bc4a0e59a.jpg?auto=format&fit=max&w=1000&s=58349923a99efb1f5e46c4bfffd165f9,täglich,200 Gramm,I,Spanien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
148,Wurzelpetersilie,"1,49€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55960-wurzelpetersilie/,https://bilder.kolonial.no/local_products/70e4ca11-2efc-4a78-a4a1-148fefd3911f.jpg?auto=format&fit=max&w=1000&s=9b8367ab7b54248878b5abacc8b3aca2,täglich,300 Gramm,I,Deutschland,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
149,Bio Feldsalat,"1,79€",Salat,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54727-bio-feldsalat/,https://bilder.kolonial.no/local_products/c4fd51b1-481c-4542-9896-625d1a40bb05.jpeg?auto=format&fit=max&w=1000&s=5ac41fe6027b9cb2906293a191f8d86a,täglich,100 Gramm,II,,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,Italien,,,,,,,,,,,,,
150,Bratpaprika grün,"1,79€",Paprika & Chili,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55565-bratpaprika-grun/,https://bilder.kolonial.no/local_products/c2605083-99b0-4984-a0a3-44323e70ce5a.jpg?auto=format&fit=max&w=1000&s=60b7d6aabb019aa86285b78213d9c97e,täglich,200 Gramm,I,Spanien oder Morokko,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
151,Mini Pak Choi - 2er Pack,"1,99€",Kohl,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55953-mini-pak-choi-2er-pack/,https://bilder.kolonial.no/local_products/88a5cb12-6c1b-49cc-87ee-53a6b654f238.jpg?auto=format&fit=max&w=1000&s=21d9cddc69477e1c674cfae16e420d57,täglich,300 Gramm,I,Spanien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
152,Mini Romatomaten,"1,19€",Tomaten,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56257-mini-romatomaten/,https://bilder.kolonial.no/local_products/adc6a0b0-50f9-485a-add0-ad9f264800e1.jpg?auto=format&fit=max&w=1000&s=269500bf8fb673b9e9d8f5127e7159ea,täglich,250 Gramm,I,"Spanien, Belgien oder Morokko",Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
153,Rucola,"1,19€",Salat,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/49954-rucola/,https://bilder.kolonial.no/local_products/add3a8a9-5702-4f33-b6e7-b4a97591c4fc.png?auto=format&fit=max&w=1000&s=5aa7952036118d8625fc9ca4e3560e46,täglich,125 Gramm,I,Italien oder Deutschland,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
154,Chili-Mix,"1,79€",Paprika & Chili,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54802-chili-mix/,https://bilder.kolonial.no/local_products/538bdf55-d017-4187-995d-e640164fd411.jpg?auto=format&fit=max&w=1000&s=252dfbcf87d4b18118b2745d1cdb50cd,täglich,75 Gramm,I,Niederlande,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,"Rawit, Jalapeno, Habanero",,,,,,,,,,,
155,Bio Rucola,"1,49€",Salat,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/49961-bio-rucola/,https://bilder.kolonial.no/local_products/af4346be-61b2-494f-ac33-e239723d88bb.png?auto=format&fit=max&w=1000&s=ce83fc6b24117816213cd5a980ca5971,täglich,100 Gramm,II,"Italien, Deutschland",Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
156,Peperoni grün,"1,39€",Paprika & Chili,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54806-peperoni-grun/,https://bilder.kolonial.no/local_products/dee2405e-4bcd-4ce8-a974-ff194a10d0ff.jpg?auto=format&fit=max&w=504&s=2627d8aa6521a59006acd71284f375e9,täglich,75 Gramm,I,"Niederlande, Spanien oder Morokko",Obst & Gemüse,Gemüse,oda,,,,,,Cayenne,,,,,,,,,,,,,,,,
157,Rote Bete Knollen 1kg Netz,"1,19€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55961-rote-bete-knollen-1kg-netz/,https://bilder.kolonial.no/local_products/3752b404-0ed3-43f2-8f3e-a9f78fce8488.jpg?auto=format&fit=max&w=300&s=2820ab986f1af4c1e838a22e654818fb,täglich,1 Kilogramm,I,Deutschland,Obst & Gemüse,Gemüse,oda,,keine Angabe,,,,,,,,,,,,,,,,,,,,
158,Dampfgenuss Blumenkohl,"1,99€",Kohl,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55981-dampfgenuss-blumenkohl/,https://bilder.kolonial.no/local_products/4faa1b75-7793-4e2c-8bb2-d188a0f81e1c.jpg?auto=format&fit=max&w=1000&s=91f6cadc6675e80a1b2579ab86d2be3d,täglich,200 Gramm,I,Spanien oder Deutschland,Obst & Gemüse,Gemüse,oda,,Behr Gemüsegarten,,,,,,,,,,,,,,,,,,,,
159,Mini-Romatomaten,"2,99€",Tomaten,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56258-mini-romatomaten/,https://bilder.kolonial.no/local_products/429f7a54-caf7-4723-9b5b-07211d165a18.jpg?auto=format&fit=max&w=1000&s=de5ac7a020e6006edcad83329b6a5341,täglich,500 Gramm,I,Morokko oder Spanien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
160,Bio Baby-Blattspinat,"1,79€",Salat,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54718-bio-baby-blattspinat/,https://bilder.kolonial.no/local_products/0238c80a-121a-42d3-87ba-9c938c55f367.jpg?auto=format&fit=max&w=766&s=16540a595611d25035b375cb2720c4dc,täglich,100 Gramm,II,Italien,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
