,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Lagerung,Eigenschaften,Lieferant,Kann Spuren enthalten von ,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Ursprungsregion,EInlage Currywurstscheiben,Bruttogewicht,Bundesland,Herkunftsland,Haltungsstufe,Frischegarantie (mindestens),Beschreibung,Variables Gewicht,Verbrauchshinweis,Verpackungshinweis,Besonderheit,davon Stärke,mehrfach ungesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,*,Ursprungsland,Ballaststoffe,davon Polyole,Informationen zum Angebot,*Haltungsstufe,Zubereitungshinweis,Zubereitungsempfehlung (gekühltes Produkt),Zubereitungsempfehlung,Abtropfgewicht,Natrium,Hinweis,Backofen,Grill,"Bratpfanne, Pfanne",Zubereitungsempfehlungen,Herkunftsland der Aquakultur/Binnenfischerei,Lateinischer Name,Inverkehrbringer,Verbraucherhinweise,Hinweis zur Frischegarantie
449,Bio Salami Chilli,"12,55€","BIO WIE ES SEIN SOLL
Für uns ist Fleisch keine Ware, sondern reine Herzenssache.

Genuss, aber mit Verantwortung: mit der Natur und mit Handwerkskultur. Vorbildliche Bauern. Raffinierte Rezepturen. Über 350 Spezialitäten – in Bio-Spitzenqualität. Für alle, die Wert auf wirklich guten Geschmack legen. , Biomanufaktur Havelland hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/60461-biomanufaktur-havelland-bio-salami-chilli-im-stuck/,https://bilder.kolonial.no/local_products/f1343a41-10e7-4a2a-b272-86da2d19332c.jpg?auto=format&fit=max&w=662&s=c8ce339531d4ae6530d1b2e1167a8cb1,3.70 g,19.20 g,1.10 g,1.80 g,,35 g,1679 kJ / 400 kcal,KühlproduktMuss zwischen 1-7 °C gelagert werden.,Bio-Produkt,"Biomanufaktur Havelland, Havelring 17, 16727 Velten, Deutschland","Gluten, Eier, Sojabohnen, Milch, Nüssen, Sellerie, Senf.","100 g Salami hergestellt aus 140 g Schweinefleisch
Schweinefleisch*, Speck*, Salz, 1,8% Chili*, Gewürze*, Dextrose*, Rohrzucker*, Antioxidationsmittel: Ascorbinsäure, Cumin*, Rosmarin*, Konservierungsstoff: Natriumnitrit, Starterkulturen (Staphylococcus xylosus, Debaryomyces hansenii, Lactobacillus curvatus, Pediococcus pentosaceus, Staphylococcus carnosus), Buchenholzrauch
Kunstdarm - nicht zum Verzehr geeignet",ca. 300 Gramm,täglich,"Fleisch, Wurst & Fisch",Wurst & Aufschnitt,oda,Deutschland,,,,,,,,"Dieses Produkt kann in Gewicht und Größe leicht variieren. Der Preis wird dem tatsächlichen Gewicht am Tag der Lieferung angepasst. Wir stellen sicher, dass die Abweichung so gering wie möglich gehalten wird.",,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Bio Salami Pfeffer ca. 300 g,"12,55€","Schweinesalami mit Pfefferkörnern , Biomanufaktur Havelland hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/60462-biomanufaktur-havelland-bio-salami-pfeffer-ca-300/,https://bilder.kolonial.no/local_products/d9036360-15bd-49ba-b1da-e2d2a7d210c5.jpg?auto=format&fit=max&w=662&s=c003c652f615f0f37de2ce6aa69bcf3d,3.70 g,19.20 g,0.80 g,2.10 g,,34.90 g,1676 kJ / 399 kcal,,Bio-Produkt,"Biomanufaktur Havelland, Havelring 17, 16727 Velten, Deutschland","Gluten, Eier, Sojabohnen, Milch, Nüssen, Sellerie, Senf.","100 g Salami hergestellt aus 141 g Schweinefleisch
Schweinefleisch*, Speck*, Salz, Gewürze*, Dextrose*, 1,4% Pfefferkörner*, Rohrzucker*, Antioxidationsmittel: Ascorbinsäure, Konservierungsstoff: Natriumnitrit, Starterkulturen (Staphylococcus xylosus, Debaryomyces hansenii, Lactobacillus curvatus, Pediococcus pentosaceus, Staphylococcus carnosus), Buchenholzrauch
Kunstdarm - nicht zum Verzehr geeignet",ca. 300 Gramm,täglich,"Fleisch, Wurst & Fisch",Wurst & Aufschnitt,oda,Deutschland,,,,,,,"BIO WIE ES SEIN SOLL
Für uns ist Fleisch keine Ware, sondern reine Herzenssache.

Genuss, aber mit Verantwortung: mit der Natur und mit Handwerkskultur. Vorbildliche Bauern. Raffinierte Rezepturen. Über 350 Spezialitäten – in Bio-Spitzenqualität. Für alle, die Wert auf wirklich guten Geschmack legen.","Dieses Produkt kann in Gewicht und Größe leicht variieren. Der Preis wird dem tatsächlichen Gewicht am Tag der Lieferung angepasst. Wir stellen sicher, dass die Abweichung so gering wie möglich gehalten wird.",,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Bio Salami Natur,"12,55€"," , Biomanufaktur Havelland hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/60463-biomanufaktur-havelland-bio-salami-natur-im-stuck/,https://bilder.kolonial.no/local_products/5ef875ad-1e54-4537-bd9b-718053286690.jpg?auto=format&fit=max&w=662&s=0c68a1bc9ce7a62b2b6f6090d7be8157,3.80 g,19.20 g,0.90 g,1.20 g,,35.20 g,1674 kJ / 398 kcal,KühlproduktMuss zwischen 1-7 °C gelagert werden.,Bio-Produkt,"Biomanufaktur Havelland, Havelring 17, 16727 Velten, Deutschland","Gluten, Eier, Sojabohnen, Milch, Nüssen, Sellerie, Senf.","100 g Salami hergestellt aus 142 g Schweinefleisch
Schweinefleisch*, Salz, Gewürze*, Dextrose*, Rohrzucker*, Antioxidationsmittel: Ascorbinsäure, Konservierungsstoff: Natriumnitrit, Starterkulturen (Staphylococcus xylosus, Debaryomyces hansenii, Lactobacillus curvatus, Pediococcus
pentosaceus, Staphylococcus carnosus), Buchenholzrauch
Kunstdarm - nicht zum Verzehr geeignet",ca. 300 Gramm,täglich,"Fleisch, Wurst & Fisch",Wurst & Aufschnitt,oda,Deutschland,,,,,,6 Tage,"BIO WIE ES SEIN SOLL
Für uns ist Fleisch keine Ware, sondern reine Herzenssache.

Genuss, aber mit Verantwortung: mit der Natur und mit Handwerkskultur. Vorbildliche Bauern. Raffinierte Rezepturen. Über 350 Spezialitäten – in Bio-Spitzenqualität. Für alle, die Wert auf wirklich guten Geschmack legen.","Dieses Produkt kann in Gewicht und Größe leicht variieren. Der Preis wird dem tatsächlichen Gewicht am Tag der Lieferung angepasst. Wir stellen sicher, dass die Abweichung so gering wie möglich gehalten wird.",,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Bio Weideknacki SB,"4,75€"," , Biomanufaktur Havelland hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/60464-biomanufaktur-havelland-bio-weideknacki-sb-ca-4x30/,https://bilder.kolonial.no/local_products/0b6c2236-3950-4380-892d-09e98b42b8ec.jpg?auto=format&fit=max&w=620&s=5eaa098895b63a486e5461ac44a72215,3.10 g,22.70 g,0.80 g,1.30 g,,30.50 g,1562 kJ / 371 kcal,KühlproduktMuss zwischen 1-7 °C gelagert werden.,Bio-Produkt,"Biomanufaktur Havelland, Havelring 17, 16727 Velten, Deutschland","Gluten, Eier, Sojabohnen, Milch, Nüssen, Sellerie, Senf, Schwefeldioxid.","100 g Weideknackis hergestellt aus 116 g Rindfleisch
Rindfleisch*, 25% Schweinefleisch*, Speck*, Meersalz, Gewürze*, Rohrzucker*, Majoran*, Antioxidationsmittel: Ascorbinsäure, Starterkulturen (Staph. xylosus, Debaryomyces hansenii, Lactobacillus curvatus, Pediococcus pentosaceus, Staph. carnosus); Saitling",ca. 120 Gramm,täglich,"Fleisch, Wurst & Fisch",Wurst & Aufschnitt,oda,Deutschland,,,,,,,"BIO WIE ES SEIN SOLL
Für uns ist Fleisch keine Ware, sondern reine Herzenssache.

Genuss, aber mit Verantwortung: mit der Natur und mit Handwerkskultur. Vorbildliche Bauern. Raffinierte Rezepturen. Über 350 Spezialitäten – in Bio-Spitzenqualität. Für alle, die Wert auf wirklich guten Geschmack legen.","Dieses Produkt kann in Gewicht und Größe leicht variieren. Der Preis wird dem tatsächlichen Gewicht am Tag der Lieferung angepasst. Wir stellen sicher, dass die Abweichung so gering wie möglich gehalten wird.",,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Küstengold Nordseekrabben-Fleisch,"4,15€","Nordsee Krabbenfleisch. , de Beer GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42871-kustengold-kustengold-nordseekrabben-fleisch/,https://bilder.kolonial.no/local_products/b2a6b298-4116-410d-b089-f02509b8af67.jpg?auto=format&fit=max&w=667&s=11e916289dd6bc5fe404159f033b37d1,1.50 g,20 g,0 g,0 g,1 g,1 g,386 kJ / 92 kcal,,,"de Beer GmbH, An den Darren 1, 26736 Krummhörn, Deutschland",,"NORDSEEKRABBENFLEISCH, Salz, Säureregulator: Citronensäure, Konservierungsstoff: Benzoesäure. Unter Schutzatmosphäre verpackt. ",100 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,,,,,,,6 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Küstengold MSC Rollmöpse,"1,99€","Rollmops in würzigem Aufguss. Mit eingelegten Gurken. , Polarmeer-Delikatessen GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43901-kustengold-kustengold-msc-rollmopse/,https://bilder.kolonial.no/local_products/f5266fd5-bbc2-48d9-800e-5b2cd014b838.jpg?auto=format&fit=max&w=667&s=a6751cd742dd5e1d5d1849ba9c2d7f12,2.80 g,6.70 g,4.90 g,4.90 g,5.10 g,5.10 g,417 kJ / 100 kcal,,,"Polarmeer-Delikatessen GmbH, Bielefelder Str. 108, 44625 Herne, Deutschland",,"50% Rollmöpse ((HERINGSFILETS, mit Haut, Trinkwasser, Speisesalz, Branntweinessig), 20% eingelegte Gurken (Gurke, Trinkwasser, Branntweinessig, Zucker, Speisesalz)), 44% Aufguss (Trinkwasser, Zucker, Branntweinessig, Speisesalz), 6% eingelegte Zwiebeln (Zwiebeln, Trinkwasser, Speisesalz, Säureregulator: Essigsäure, Antioxidationsmittel: Citronensäure, Ascorbinsäure), SENFSAAT. Kann Spuren von SELLERIE enthalten. ",500 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,,,,,,,,,,,,,,,,,,,,,,,,,280 Gramm,,,,,,,,,,,
455,Deutsche See Lachsfilet BBQ-Marinade,"4,41€","Lachs aus Aquakultur in Norwegen, mit Haut, praktisch grätenfrei, mariniert, unter Schutzatmosphäre verpackt , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55064-deutsche-see-deutsche-see-lachsfilet-bbq-marinade/,https://bilder.kolonial.no/local_products/c8c9d880-07bd-481d-9db3-9d5aed3212bb.jpg?auto=format&fit=max&w=400&s=9475fcbc684e22b0264a5b09ff440332,1.10 g,19 g,0.70 g,0.90 g,3.70 g,20 g,1079 kJ / 260 kcal,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,"92% LACHSFILET, 8% Marinade (Rapsöl, Salz, Gewürze (Chilipulver, Kümmel, Paprikapulver, Kreuzkümmel, Liebstöckelwurzel, Bockshornkleesamen, Nelke, Koriandersamen, Kurkuma, Ingwer, Fenchelsaat), Shea Butter, Tomatenpulver, Zucker, Zwiebelpulver, Knoblauchpulver, ganz gehärtetes Rapsöl, blauer Bockshornklee, Extrakte aus Paprika, Buchenholzrauch). ",250 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,2 Tage,,,,,,,,,,,,,"Maximal 20 pro Person. Das Angebot ist gültig bis zum 30. April und solange der Vorrat reicht. Beachte bitte, dass Rabatte auf Produkte nicht reserviert werden, wenn du sie deinem Einkaufswagen hinzufügst. Sie gelten erst, wenn du den Zahlungvorgang abgeschlossen hast.",,,,,,,,(180°C): Den Fisch in eine eingefettete Backform legen. Die Backform in den vorgeheizten Ofen stellen und den Fisch 18-20 Minuten backen.,Das Filet mit (Oliven)öl bestreichen und auf der Hautseite 3-4 Minuten grillen. Anschließend das Filet auf der anderen Seite 1-2 Minuten grillen.,Butter und/oder (Oliven)öl erhitzen und bei mittlerer Hitze 6-8 Minuten goldbraun braten. Zwischendurch wenden.,*,"Norwegen  (Um einen Hinweis zur tatsächlichen Herkunft zu erhalten, beachte bitte die Angaben auf der angelieferten Packung selbst; nur diese ist maßgeblich wie auch verbindlich. Diese Angaben beziehen sich auf die Hauptbezugsquelle. In einzelnen Fällen können Abweichungen auftreten.)",Salmo salar,,,
456,Party Garnelen,"2,49€","Gekochte und geschälte Party Garnelen. , Heiploeg International B.V. hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43004-party-garnelen-party-garnelen/,https://bilder.kolonial.no/local_products/f01bda28-b015-4e44-adbd-7ca6612c03e4.jpg?auto=format&fit=max&w=1000&s=2e68ec73fb0772a317ea20611f79deee,2.40 g,18 g,0 g,0 g,1 g,1 g,372 kJ / 89 kcal,,,"Heiploeg International B.V., Panserweg 14, NL-9974 Panser, Niederlande",,"Garnelen (KREBSTIERE), Speisesalz, Säuerungsmittel: Milchsäure, Essigsäure. Unter Schutzatmosphäre verpackt. ",100 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,,,,,,,3 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Küstengold MSC Bismarckhering,"1,99€","Bismarckhering in würzigem Aufguss. Mit eingelegten Zwiebeln. , Polarmeer-Delikatessen GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44695-kustengold-kustengold-msc-bismarckhering/,https://bilder.kolonial.no/local_products/b0c9569d-f351-4964-b33a-a8ba8ef6005c.jpg?auto=format&fit=max&w=667&s=984416ed9be1641bbbacc68e79fc9e19,3 g,8.30 g,4.70 g,4.70 g,6.30 g,6.30 g,484 kJ / 116 kcal,,,"Polarmeer-Delikatessen GmbH, Bielefelder Str. 108, 44625 Herne, Deutschland",,"50% HERINGSFILET mit Haut (HERING, Trinkwasser, Speisesalz, Branntweinessig), 44% Aufguss (Trinkwasser, Zucker, Branntweinessig, Speisesalz), 6% eingelegte Zwiebeln (Zwiebeln, Trinkwasser, Speisesalz, Säureregulator: Essigsäure, Antioxidationsmittel: Citronensäure, Ascorbinsäure), SENFSAAT. Kann Spuren von SELLERIE enthalten. ",500 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Deutsche See Lachsfilet 250 g,"6,49€","mit Haut, praktisch graetenfrei, unter Schutzatmosphaere verpackt , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55117-deutsche-see-deutsche-see-lachsfilet-250-g/,https://bilder.kolonial.no/local_products/accc9f62-21fb-4bfa-aa87-48898431218d.jpg?auto=format&fit=max&w=400&s=63b4fa1bfc20fed69b78f1f30f320d4c,0.20 g,20.20 g,0 g,0 g,3.30 g,15.70 g,924 kJ / 222 kcal,,,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,LACHSFILET ,250 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,3 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Bio Delikatess-Forellen Filet,"10,65€","Forellen Filet in Buchenholz-Rauch geräuchert , Heiderbeck GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/58725-bio-verde-bio-delikatess-forellen-filet/,https://bilder.kolonial.no/local_products/cdd4c414-c185-4333-a3c3-5e10d24f54d7.jpg?auto=format&fit=max&w=1000&s=1262a0d513630abc86875e22a0d2b7b3,1.80 g,22 g,0.50 g,1 g,1.50 g,5.50 g,580 kJ / 138 kcal,,Bio-Produkt,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Deutschland",,"REGENBOGENFORELLE (Oncorhynchus mykiss)*, Meersalz, Buchenholzrauch.
* aus kontrolliert ökologischem Anbau ",100 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Pazific Garnelen,"2,19€","Pacific Shrimps natur. Büsumer Feinkost - Der Spezialist für Seafood-Produkte. Gefangen im Indischen und Pazifischen Ozean. , Heiploeg International B.V. hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43022-busumer-feinkost-pazific-garnelen/,https://bilder.kolonial.no/local_products/f5dba7ab-e89d-4532-8426-5aa1fd6b9e9b.jpg?auto=format&fit=max&w=877&s=c0c7dea894b9e463a2c81a5d6c32b86c,,,,,,,,,,"Heiploeg International B.V., Panserweg 14, NL-9974 Panser, Niederlande",,"GARNELEN (300-500 ST./lb. (Penaeidea) geschält und gekocht, Salz, Säuerungsmittel: Essigsäure, Milchsäure, Citronensäure; Konservierungsstoff: Benzosäure, Sorbinsäure; Farbstoffe: E160e, Beetenrot. Unter Schutzatmosphäre verpackt. Kann Spuren von SULFIT enthalten. ",100 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,,,,,,,3 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Küstengold MSC Edle Matjesfilets nordische Art,"2,65€","Edle Matjesfilets nordische Art, in Rapsöl. , BE Markenhandel GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47105-kustengold-kustengold-msc-edle-matjesfilets-nordis/,https://bilder.kolonial.no/local_products/93a492fb-0a2d-4e41-9190-a5940cf41a8f.jpg?auto=format&fit=max&w=667&s=27d1c7e25ca89b95155d2d48644dc1c7,6 g,13 g,3 g,3 g,14 g,14 g,790 kJ / 189 kcal,,,"BE Markenhandel GmbH & Co. KG, Johann-Bünting-Str. 1, 26845 Nortmoor, Deutschland",,"Matjesfilets 83% (HERINGSFILET ohne Haut, Salz, Glucosesirup, Geschmacksverstärker: Mononatriumglutamat; Säureregulator: Glucono-delta-lacton; Dextrose, Konservierungsstoffe Natriumbenzoat, Sorbinsäure; Enzym: Protease; natürliches Aroma), Rapsöl. ",300 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Deutsche See Graved Lachs,"4,29€","Lachs gebeizt, in Scheiben, aufgetaut , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55097-deutsche-see-deutsche-see-graved-lachs/,https://bilder.kolonial.no/local_products/d59a7e90-a1d3-453f-a270-1dd16406c869.jpg?auto=format&fit=max&w=827&s=1d0f83a712ad19c8f1bac2c3c20b2cf9,3.50 g,19 g,1.50 g,1.50 g,1.50 g,13 g,830 kJ / 199 kcal,,,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,"LACHSFILET, Salz, Zucker, Dill, Aroma ",100 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,5 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Deutsche See Räucherlachs,"4,25€","Lachs ueber Buchenholz mild geraeuchert, in Scheiben, aufgetaut , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55102-deutsche-see-deutsche-see-raucherlachs/,https://bilder.kolonial.no/local_products/93ec4a6d-ddce-4709-ba74-bae3aed88cb4.jpg?auto=format&fit=max&w=829&s=5e641cd284d7610eee77212c38f01c0b,3 g,20 g,0.10 g,0.10 g,2 g,13 g,823 kJ / 197 kcal,,,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,"LACHSFILET, Salz, Rauch ",100 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,5 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Deutsche See Lachsstremel,"5,99€","Stremellachs heißgeräuchert - genussfertig, saftige, zarte Lachsstreifen mit Haut, praktisch grätenfrei, aromatisch im Geschmack, mit feiner Rauchnote. , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55100-deutsche-see-deutsche-see-lachsstremel-gerauchert/,https://bilder.kolonial.no/local_products/79e7ab5a-eb7f-45cd-aebe-1d4eb8f48e43.jpg?auto=format&fit=max&w=400&s=36f4c94d2d9d130ebaff12cc3b5c5145,2.10 g,26 g,0 g,0 g,3.80 g,15 g,997 kJ / 239 kcal,,,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,"LACHSFILET, Salz, Rauch 100 g geräuchertes Produkt wurde hergestellt aus 110 g Rohware ",120 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Åland-Inseln,,,,,,4 Tage,,,,,,,,,,Deutschland,,,,,,,,,,,,,,,"Irland, Island, Norwegen, Schottland. Diese Angaben beziehen sich auf die Hauptbezugsquelle. In einzelnen Fällen können Abweichungen auftreten.",,,,
465,Deutsche See Lachsstremel Bunter Pfeffer,"5,99€","Stremellachs heißgeräuchert - genussfertig, mit Haut, praktisch grätenfrei, mit einer Auflage aus gestoßenem Pfeffer, aromatisch im Geschmack, mit feiner Rauchnote. , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55103-deutsche-see-deutsche-see-lachsstremel-bunter-pfef/,https://bilder.kolonial.no/local_products/34951fa7-e07e-4899-9182-29d5b4b730a7.jpg?auto=format&fit=max&w=1000&s=2793389b9b9dc2e439aad2d28930e350,2 g,23.10 g,1.40 g,1.60 g,3.30 g,13 g,904 kJ / 217 kcal,,,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,"LACHSFILET, Salz, Karotten, SENFSAAT, rote Paprikaflocken, Pfeffer schwarz, Zwiebel, Rauch 100 g geräuchertes Produkt wurde hergestellt aus 110 g Rohware ",120 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,Deutschland,,,,,,6 Tage,,,,,,,,,,,,,,,,,,,,,,,,,"Irland, Island, Norwegen, Schottland. Diese Angaben beziehen sich auf die Hauptbezugsquelle. In einzelnen Fällen können Abweichungen auftreten. Bitte beachte hierbei die Angabe auf der Packung.",Salmo salar,,,
466,Deutsche See Goldlocke geräuchert,"5,29€","Tilapia aus einer ASC-zertifizierten verantwortungsvollen Zucht. Goldlocken aus Tilapiafilet, heißgeräuchert - genussfertig, ohne Haut. , Deutsche See GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/57012-deutsche-see-deutsche-see-goldlocke-gerauchert-hei/,https://bilder.kolonial.no/local_products/6f43a521-ab2f-439d-a3a3-62625743b59c.jpg?auto=format&fit=max&w=1000&s=0293d46e8129c0642f84564a079bfa21,1.70 g,23.20 g,0 g,0 g,0.70 g,2 g,470 kJ / 111 kcal,,,"Deutsche See GmbH, Maifischstraße 3-9, 27572 Bremerhaven, Deutschland",,"TILAPIAFILET, Salz, Rauch",ca. 130 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,,,,,,,6 Tage,,"Dieses Produkt kann in Gewicht und Größe leicht variieren. Der Preis wird dem tatsächlichen Gewicht am Tag der Lieferung angepasst. Wir stellen sicher, dass die Abweichung so gering wie möglich gehalten wird.",,,,,0.60 g,0.80 g,,,0.20 g,,,,,,,,0.67 g,100 g geräuchertes Produkt wurde hergestellt aus 110 g Rohware,,,,,"China, Indonesien  (Um einen Hinweis zur tatsächlichen Herkunft zu erhalten, beachte bitte die Angaben auf der angelieferten Packung selbst; nur diese ist maßgeblich wie auch verbindlich. Diese Angaben beziehen sich auf die Hauptbezugsquelle. In einzelnen Fällen können Abweichungen auftreten.)",Oreochromis niloticus,,,
467,Norfisk Bio Gravad Lachs,"4,15€","Den beliebten Bio-Lachs gibt es ab sofort auch mit einer altehrwürdigen Rezeptur aus Skandinavien, die man früher ""gravlaks"" nannte. Schon vor Jahrhunderten rieben die Skandinavier ihren frisch gefangenen Fisch mit einer Würzmischung ein, um ihn haltbarer zu machen. Und natürlich: um ihn mit einem feinen Aroma zu versehen. Norfisk verwendet deshalb wie damals eine Rezeptur, bei der Salz, Zucker und Dill vermengt werden. Anschließend wird damit der BIO-Lachs behandelt, der schonend und nachhaltig aufgezogen wurde. , Norfisk Wismar GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44291-norfisk-norfisk-bio-gravad-lachs/,https://bilder.kolonial.no/local_products/2c61e256-3840-4bea-9d07-992def37bf1c.jpg?auto=format&fit=max&w=548&s=d7e273c7ebb5ed9388f9bbad772851a8,3 g,19 g,0 g,0 g,14 g,14 g,849 kJ / 203 kcal,KühlproduktMuss zwischen 0-4 °C gelagert werden.,Bio-Produkt,"Norfisk Wismar GmbH, Am Seeufer 5, D-23970 Wismar, Deutschland",,"LACHS (Salmo salar) aus kontrolliert ökologischer Erzeugung, Speisesalz, Zucker, Dill. ",90 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,,,,,,,3 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Arctic Bio Stremellachs aus Norwegen,"3,95€","Stremellachs aus zertifizierter biologischer Aquakultur, über Buchenholz heiß geräuchert. , Arctic Seafood GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43906-arctic-arctic-bio-stremellachs-aus-norwegen/,https://bilder.kolonial.no/local_products/a46a7241-5f57-4dc9-87b2-af87a6b48069.jpg?auto=format&fit=max&w=625&s=341cfca11e406f8b16b3ad38b2bbda85,1.80 g,23 g,,,1.90 g,10 g,761 kJ / 182 kcal,,,"Arctic Seafood GmbH, Am Waldgraben 6, 79183 Waldkirch, Deutschland",,"Bio-LACHS* (98%), Speisesalz, Buchenholzrauch. Unter Schutzatmosphäre verpackt. *LACHS (salmo salar) gewonnen in einer Bio-Aquakultur in Norwegen. ",100 Gramm,täglich,"Fleisch, Wurst & Fisch",Fisch & Meeresfrüchte,oda,,,,,,,3 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
