,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Eigenschaften,Lieferant,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Hinweis,Kann Spuren enthalten von ,Frischegarantie (mindestens),Ursprungsregion,Lagerung,Natrium,Ursprungsland,Inverkehrbringer,Beschreibung,Size,Delivery days,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Schär anzeigen,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Barilla anzeigen,Abtropfgewicht,Füllmenge,Unser Beitrag für Nachhaltigkeit,4. Anrichten,3. Abschrecken,2. Aufkochen,1. Auspacken,Produktgewicht,Bruttogewicht,FAO-Gebiet Bezeichnung,Drained weight,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Del Monte anzeigen,Bei Raumtemperatur lichtgeschützt aufbewahren. Nach dem Öffnen kühl (max. +7°C) lagern und innerhalb von 2 Tagen aufbrauchen. Mindestens haltbar bis,davon Polyole,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Nestlé anzeigen,Einfach ungesättigte Fettsäuren,Informationen zum Angebot,mehrfach ungesättigte Fettsäuren,Alkoholgehalt,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Toblerone anzeigen,.,,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Gille anzeigen,davon Stärke,Zubereitungsempfehlung (gekühltes Produkt),Zubereitungshinweis,Zubereitungsempfehlung,Freshness guarantee,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Alpro anzeigen,Pfand,Storage,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Ben & Jerry's anzeigen
3123,Rügenwalder Veganer Schinken Spicker mit Grillgemüse,"1,59€"," , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45864-rugenwalder-muhle-rugenwalder-veganer-schinken-spi/,https://bilder.kolonial.no/local_products/a776af46-0dcf-4bed-a95a-60b3ca170336.jpg?auto=format&fit=max&w=1000&s=baea88884b270e8fce60194aa62d5315,2.30 g,2.20 g,6.50 g,2.10 g,3.70 g,1 g,12 g,596 kJ / 145 kcal,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland","Trinkwasser, Rapsöl, 12% Grillgemüse (67% Paprika, 33% Zucchini), Verdickungsmittel: Carrageen, Konjak, Tarakernmehl; Bambusfasern, Gewürzextrakte, 2% Sonnenblumenprotein, Kochsalz, Traubenzucker, natürliches Aroma, Citrusfasern, Gewürze, 0,3% Kräuter, Farbstoffe: Anthocyane, Carotine; Kartoffelprotein. ",80 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.60 g,,3.40 g,,,,,,,,,,,,,,
3124,Rügenwalder Vegane Mühlen Frikadellen,"3,19€","Diese veganen Frikadellen können wir wärmstens empfehlen. Am besten gebraten oder gegrillt. Ob rein in die Pfanne oder drauf auf den Grill: Klecks Senf dazu, Scheibe Brot oder Kartoffelsalat – schon ist die Mahlzeit komplett. Schneller geht‘s kaum. Leckerer auch nicht. Statt Fleisch werden für die veganen Frikadellen Weizen sowie eine kleine Menge hochwertiges Rapsöl verwendet, welches viele gute Omega-3-Fettsäuren enthält. Ohne Zusatz von Geschmacksverstärkern. Zuckerarm. , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47328-rugenwalder-muhle-rugenwalder-vegane-muhlen-frikad/,https://bilder.kolonial.no/local_products/fa27e607-79f5-45cd-b108-3ecb0abb18c9.jpg?auto=format&fit=max&w=1000&s=a2d3c6f4e6cbcf73f2dbe6ddeb3789dd,1.80 g,14 g,,1.50 g,13 g,0.80 g,10 g,860 kJ / 206 kcal,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland","Trinkwasser, 15% WEIZENGLUTEN, Zwiebeln, Rapsöl, 9% WEIZENMEHL, Branntweinessig, Kochsalz, Verdickungsmittel: Methylcellulose, Citrusfaser, natürliches Aroma, Gewürzextrakte, Traubenzucker, Gewürze, Maltodextrin, Hefe. Unter Schutzatmosphäre verpackt. Kann Spuren von SOJA enthalten. ",180 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125,Rügenwalder Veganer Schinken Spicker Mortadella,"1,59€","Veganes Erzeugnis nach Art einer Schinkenwurst auf Basis von Sonnenblumenkernen, gegart , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47761-rugenwalder-muhle-rugenwalder-veganer-schinken-spi/,https://bilder.kolonial.no/local_products/db6add2f-4f2d-493d-b594-41c0d4129b84.jpg?auto=format&fit=max&w=656&s=2c3cdf48167b8523925f5c6dfa9ddd43,2.20 g,2.20 g,7.70 g,1.50 g,3.10 g,0.70 g,9 g,487 kJ / 118 kcal,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland","Trinkwasser, 9% Rapsöl, Bambusfasern, Verdickungsmittel: Carrageen, Tarakernmehl, Konjak; Gewürzextrakte, 2% Sonnenblumenprotein, Kochsalz, natürliches Aroma, Traubenzucker, Citrusfasern, Gewürze, Kartoffelprotein, Farbstoffe: Anthocyane, Carotine. Kann Spuren von Ei, Soja und Weizengluten enthalten.",80 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,"Eier, Sojabohnen.",,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,7.60 g,,3.40 g,,,,,,1.50 g,,,,,,,,
3126,Bio Tofu Gehacktes,"2,39€","Bio,
Vegan,
von Natur aus laktosefrei , Berief Food GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43481-berief-bio-tofu-gehacktes/,https://bilder.kolonial.no/local_products/29c8d763-69e0-4310-89d8-327dd1208288.jpg?auto=format&fit=max&w=922&s=c599cdcdedbfbab02264865967dd3d34,0.93 g,21 g,,0.80 g,0.80 g,18 g,18 g,1111 kJ / 266 kcal,Bio-Produkt,"Berief Food GmbH, Lebensweg 1, 59269 Beckum, Deutschland","Frittierter Tofu 94% (SOJABOHNEN*, Trinkwasser, Sonnenblumenöl*), GERSTENmalzextrakt*, Meersalz, geräucherter Tofu 1% (SOJABOHNEN*, Trinkwasser, Buchenholzrauch), Pfeffer*.
*aus kontrolliert biologischem Anbau ",180 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3127,Rügenwalder Vegane Mühlen Nuggets klassisch,"3,19€","Es muss nicht immer Chicken sein. Richtig leckere Nuggets gibt‘s auch ohne Fleisch. Unsere veganen Nuggets sind einfach perfekt, wenn schnell mal was Warmes auf den Tisch soll. Und auch beim Kindergeburtstag kommen die knusprigen Leckerbissen immer gut an. Klar, wenn man zum Essen die Finger nehmen darf.

Statt Fleisch verwenden wir für unsere veganen Nuggets Weizen und Soja sowie eine kleine Menge Rapsöl mit Omega-3-Fettsäuren. , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44138-rugenwalder-muhle-rugenwalder-vegane-muhlen-nugget/,https://bilder.kolonial.no/local_products/20cd4c45-83b7-452e-853b-7ef3315ea7e7.jpg?auto=format&fit=max&w=671&s=90b0aa74002abc12df4a166aa7bef7ed,1.80 g,17 g,3.70 g,1.50 g,10 g,1 g,11 g,896 kJ / 214 kcal,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland","Trinkwasser, WEIZENMEHL, 11% SOJAPROTEINKONZENTRAT, Rapsöl, WEIZENGLUTEN, 4% SOJAPROTEINISOLAT, Kochsalz, Verdickungsmittel: Methylcellulose, Branntweinessig, Maismehl, natürliches Aroma, WEIZENSTÄRKE, Zucker, Gewürze, Hefe. ",180 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,,,,,Deutschland,,,,,,,,,,,,,,,,,,,,8.50 g,,7.10 g,,2.90 g,,,,,,8.50 g,,,,,,,,
3128,Rügenwalder Vegane Mühlen Salami mit Buntem Pfeffer,"1,59€","Da ist Pfeffer drin, aber kein Fleisch. Und trotzdem schmeckt unsere vegane Salami mit buntem Pfeffer wie eine richtig gute Pfeffersalami. Wie wir den typischen Salamigeschmack auch rein pflanzlich hinbekommen, das ist und bleibt unser gut gehütetes Geheimnis.

Statt Fleisch verwenden wir für unsere vegane Salami mit buntem Pfeffer Weizen sowie eine kleine Menge Rapsöl mit Omega-3-Fettsäuren. , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45469-rugenwalder-muhle-rugenwalder-vegane-muhlen-salami/,https://bilder.kolonial.no/local_products/f47e2196-c948-446b-a8a1-cb560a70de53.jpg?auto=format&fit=max&w=656&s=32daaebb3fc5176c7c8425051be20fc5,2.70 g,7.20 g,3.20 g,1.50 g,5.10 g,0.70 g,9.10 g,571 kJ / 138 kcal,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland","Trinkwasser, Rapsöl, 6% WEIZENGLUTEN, Aroma, Verdickungsmittel: Carrageen, Konjak, Methylcellulose; Kochsalz, Kartoffelprotein, 1,5% WEIZENMEHL, 1,2% Pfeffer, Traubenzucker, Citrusfasern, Gewürze, Farbstoffe: Eisenoxide, Carotine. ",80 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,"Eier, Sojabohnen.",,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,5.80 g,,2.60 g,,,,,,3.60 g,,,,,,,,
3129,Rügenwalder Vegane Mühlen Salami,"1,59€","Vegane Mühlen Salami 80g , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46982-rugenwalder-muhle-rugenwalder-vegane-muhlen-salami/,https://bilder.kolonial.no/local_products/80dfffe1-263f-4af9-99bf-8f790171e0c7.jpg?auto=format&fit=max&w=656&s=d64f78e5799482927d9fbfd23f8e3e33,2.70 g,7.20 g,3.20 g,1.40 g,4.80 g,0.70 g,9.20 g,570 kJ / 137 kcal,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland","Trinkwasser, Rapsöl, 6% WEIZENGLUTEN, Aroma, Verdickungsmittel: Carrageen, Konjak, Methylcellulose; Kochsalz, Kartoffelprotein, 1,6% WEIZENMEHL, Gewürze, Traubenzucker, Citrusfasern, Farbstoffe: Eisenoxide, Carotine. Kann Spuren von Soja und Ei enthalten. ",80 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,"Eier, Sojabohnen.",,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,5.90 g,,2.60 g,,,,,,3.40 g,,,,,,,,
3130,SunflowerFamily Sonnenblumen Hack pur bio,"4,49€","SunflowerFamily Sonnenblumen Hack, 76g, bio , Sunflower Family hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47126-sunflowerfamily-sunflowerfamily-sonnenblumen-hack/,https://bilder.kolonial.no/local_products/b54d1ed8-d2fd-4af6-bb4a-cea7a313f6dd.jpg?auto=format&fit=max&w=511&s=7f0ced1c8ace2e5fa65f40418367e46a,0.01 g,53.80 g,20.10 g,5.90 g,11.90 g,0.50 g,2.20 g,1359 kJ / 323 kcal,Bio-Produkt,"Sunflower Family, Am Mühlbach 38, D-87487 Wiggensbach /Allgäu",Sonnenblumenhack: 100% Bio-Sonnenblumenprotein,76 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,Gluten.,,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3131,Garden Gourmet Vegetar. Filet-Streifen,"3,19€","Die toppen volle Töpfe. Die vegetarischen Filet-Streifen sind vorgegrillt und mit einer zart-rauchigen Geschmacksnote verfeinert. Eintöpfe oder Currys bekommen so die Extraportion Grill-Feeling. Übrigens auch ein Tip-Top-Topping für Salate. , Tivall Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50537-garden-gourmet-garden-gourmet-vegetar-filet-streif/,https://bilder.kolonial.no/local_products/65eb3213-fb64-4672-ad50-923872c59089.jpg?auto=format&fit=max&w=1000&s=10ae8600e58e134f47b4ef3c57f03ad6,1.30 g,24.50 g,,2.10 g,2.10 g,11 g,11 g,944 kJ / 226 kcal,,"Tivall Deutschland GmbH, Lyoner Str. 23, 60528 Frankfurt am Main, Deutschland","Trinkwasser, 15,6 % SOJAPROTEIN, pflanzliche Öle in veränderlichen Gewichtsanteilen (Raps, Sonnenblume), 9,4% WEIZENPROTEIN, Apfelmark, HÜHNEREI-Eiweißpulver, Hefeextrakt, Branntweinessig, Gewürze (Zwiebelpulver, Knoblauch, schwarzer Pfeffer), Maisstärke, Speisesalz, Zitronenfasern, natürliches Aroma, Säureregulator (Kaliumhydroxid). Kann SESAM, SELLERIE und SENF enthalten. ",175 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,6 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3132,Rügenwalder Vegane Pommersche Schnittlauch Becher,"1,99€","Vegane Pommersche Schnittlauch 125g Becher , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43043-rugenwalder-muhle-rugenwalder-vegane-pommersche-sc/,https://bilder.kolonial.no/local_products/803ed54d-e3bc-4908-9f05-abcfa45dd4c8.jpg?auto=format&fit=max&w=1000&s=44506470a867aee21d3038247a46fb2a,1.60 g,4.50 g,3.70 g,0.60 g,2.90 g,1.90 g,25 g,1080 kJ / 262 kcal,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland","Trinkwasser, Rapsöl, 5% Erbsenprotein, Alpha-Cylodextrin, 3% Schnittlauch, Stärke, Kochsalz, natürliches Aroma, Gewürze, Inulin, Erbsenfasern, Verdickungsmittel: Methylcellulose, Zucker; Emulgator: Lecithin, Karamell; Farbstoffe: Eisenoxide. Kann Spuren von EI enthalten.",125 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,Eier.,,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.30 g,,,,,,,,
3133,Garden Gourmet Gemüsebällchen,"3,19€","Was rollt denn da? Ganz klar, die vegetarischen Gemüsebällchen. Ob als leckerer Snack on tour, im Salat oder als Beilage: Die Bällchen aus Karotten, Erbsen, Mais, Pfeffer und Zwiebeln bringen ordentlich Schwung in den Tag. , Tivall Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50538-garden-gourmet-garden-gourmet-gemuseballchen/,https://bilder.kolonial.no/local_products/b296abd3-9a1b-42c9-babf-d0b62f6099a6.jpg?auto=format&fit=max&w=765&s=d940b38abb2d010e9daf10b96aa930fe,1 g,16.20 g,,3.30 g,5.20 g,1 g,14.40 g,942 kJ / 225 kcal,,"Tivall Deutschland GmbH, Lyoner Str. 23, 60528 Frankfurt am Main, Deutschland","Trinkwasser, pflanzliche Öle in veränderlichen Gewichtsanteilen (Raps, Sonnenblume), 12,6% Karotten, 10,3% Erbsen, 9,7% SOJAPROTEIN*, 8,1% Mais, 6,7% WEIZENPROTEIN, Zwiebeln, HÜHNEREI-Eiweißpulver, Apfelpüree, 2,5% rote Paprika, Branntweinessig, Gewürze (Zwiebelpulver, schwarzer Pfeffer, Kurkuma), Stärke, Erbsenfaser, Speisesalz, Säureregulator (Kaliumhydroxid). Kann SESAM, SELLERIE und SENF enthalten. *Hergestellt aus 100% europäischem Soja. ",200 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,6 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3134,"BIO COMPANY Bio Sojagranulat, fein","2,59€","Das Sojagranulat hat eine angenehme Struktur und guten Biss, perfekt als Fleischalternative in Hackfleischgerichten und vielseitig verwendbar. , BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52503-bio-company-bio-company-bio-sojagranulat-fein/,https://bilder.kolonial.no/local_products/9270b933-c624-4c19-89d9-782e8f7a74ac.jpg?auto=format&fit=max&w=450&s=58c982b944ef476383d3ddbae6687dff,0.12 g,52 g,16 g,7 g,20 g,,6 g,1574 kJ / 375 kcal,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",SOJAmehl* texturiert ,250 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,"Gluten, Schalentiere, Erdnüsse, Nüssen, Sesamsamen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3135,Garden Gourmet Vegane Burger,"3,19€","Rauf aufs Brötchen und genießen. Der veganer Burger ist wunderbar saftig und richtig, richtig lecker. Wie gemacht für lange Grillabende oder – Sommer wie Winter – direkt aus der Pfanne. Denn dieses Patty kann man stapelweise kombinieren. Salat, Brot, Früchte oder Gemüsescheiben: Die Burger-Bauanleitung bestimmst allein du. , Tivall Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50539-garden-gourmet-garden-gourmet-vegane-burger/,https://bilder.kolonial.no/local_products/45717ac3-c8dd-47fd-baee-8ce6c991e361.jpg?auto=format&fit=max&w=737&s=6b3b9ca0bafae8e053e048876fdd9553,1.30 g,16.90 g,,2.80 g,2.80 g,5.60 g,5.60 g,655 kJ / 157 kcal,,"Tivall Deutschland GmbH, Lyoner Str. 23, 60528 Frankfurt am Main, Deutschland","Trinkwasser, 18,5% SOJAPROTEIN, 5,7% WEIZENPROTEIN, pflanzliche Öle in veränderlichen Gewichtsanteilen (Raps, Sonnenblume), Röstzwiebeln (Zwiebeln, pflanzliche Öle (enthält Sonnenblumenöl und /oder Rapsöl)), Maisstärke, Aroma, Branntweinessig, Stabilisator (Methylcellulose), Zwiebelpulver, Speisesalz, Hefeextrakt, GERSTENMALZEXTRAKT, Säureregulator (Kaliumhydroxid). Unter Schutzatmosphäre verpackt. Kann EI, SESAM, SELLERIE und SENF enthalten. ",150 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,6 Tage,Niederlande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3136,Rügenwalder Vegane Pommersche Apfel Zwiebel,"1,99€","Vegane Pommersche m. Apfel und Zwiebel 125g Becher , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55719-rugenwalder-muhle-rugenwalder-vegane-pommersche-ap/,https://bilder.kolonial.no/local_products/a94b2188-6cc9-4c4c-81a3-80256ce0490f.jpg?auto=format&fit=max&w=833&s=0761103c02f4175f131c629866663e87,1.50 g,4.20 g,4.50 g,3.70 g,6 g,1.60 g,22 g,1023 kJ / 248 kcal,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland","Trinkwasser, Rapsöl, 16% Zwiebeln, 11% Äpfel, 5% Erbsenprotein, Alpha-Cyloodextrin, Stärke, Kochsalz, natürliches Aroma, Inulin, Glucosesirup, Gewürze, Erbsenfasern, Verdickungsmittel: Methylcellulose, Zucker; Emulgator: Lecithin, Karamell; Farbstoffe: Eisenoxide. Kann Spuren von EI enthalten.",125 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,Sojabohnen.,,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,14.50 g,,5.90 g,,,,,,2.30 g,,,,,,,,
3137,Garden Gourmet Sensational Burger,"2,97€","Garden Gourmet präsentiert: ""The Sensational Burger""! Unglaublich saftig, unglaublich zart und dabei komplett pflanzlich. Ohne Kompromisse - für ein unglaubliches Geschmackserlebnis. So veggie, so lecker! , Tivall Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44544-garden-gourmet-garden-gourmet-sensational-burger/,https://bilder.kolonial.no/local_products/db03cde0-1c1c-44ad-b55d-9356b27bd34c.jpg?auto=format&fit=max&w=1000&s=38d352559c9a76541697d3c6281b6ca5,0.84 g,14.40 g,,1.30 g,1.30 g,13.30 g,13.30 g,817 kJ / 195 kcal,,"Tivall Deutschland GmbH, Lyoner Str. 23, 60528 Frankfurt am Main, Deutschland","Trinkwasser, 19% konzentriertes SOJAEIWEIß, pflanzliche Öle (Raps, Kokosnuss), natürliche Aromen, 1,7% WEIZENEIWEIß, Stabilisator (Methylcellulose), Branntweinessig, Frucht- und Pflanzenkonzentrate (Rote Beete, Karotte, Paprika, Schwarze Johannisbeere), Salz, GERSTENMALZEXTRAKT. Unter Schutzatmosphäre verpackt. Kann EI, SESAM, SELLERIE und SENF enthalten. ",226 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,4 Tage,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,"Maximal 20 pro Person. Das Angebot ist gültig bis zum 30. April und solange der Vorrat reicht. Beachte bitte, dass Rabatte auf Produkte nicht reserviert werden, wenn du sie deinem Einkaufswagen hinzufügst. Sie gelten erst, wenn du den Zahlungvorgang abgeschlossen hast.",,,,,,,,,,,,,,,
3138,Rügenwalder Veganer Schinken Spicker Salat,"1,99€","Veganes Erzeugnis nach Art eines Fleischsalats auf Basis von Rapsöl und Bambusfasern, gegart , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46475-rugenwalder-muhle-rugenwalder-veganer-schinken-spi/,https://bilder.kolonial.no/local_products/56c28468-3079-47a8-9fe5-51c41ebb7971.jpg?auto=format&fit=max&w=1000&s=471eb466260e0e81fd7eba11ec741230,1.60 g,0.60 g,3.30 g,4.10 g,5.10 g,1.70 g,22 g,923 kJ / 224 kcal,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland","Trinkwasser, 22% Rapsöl, 16% Gurken, Zucker, 1,8% Bambusfasern, Verdickungsmittel: Carrageen, Konjak, Tarakernmehl, Xanthan, Guarkernmehl; Kochsalz, modifizierte Stärke, Gewürzextrakte, Branntweinessig, Traubenzucker, natürliches Aroma, Citrusfasern, SENFMEHL, Gewürze, Kartoffelprotein, Farbstoff: Eisenoxide, Maltodextrin, Zwiebelpulver, Lauchpulver, Karottenpulver. Kann Spuren von Soja und Ei enthalten. Mit 38% veganer Schinkenwurst. ",150 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,6 Tage,,,,Deutschland,,Den veganen Fleischsalat am besten frisch aus dem Kühlschrank auf einem knackigen Brötchen genießen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 g,,,,,,,,
3139,Rügenwalder Vegane Teewurst fein,"1,79€","Auf vielfachen Wunsch gibt es von Rügenwalder jetzt auch eine Vegane Teewurst. Und wer könnte sie leckerer machen als die von der Rügenwalder Mühle! Die muss man einfach probieren! Statt Fleisch werden für die Vegane Teewurst Fein Erbsen, die ausschließlich aus Frankreich stammen sowie eine kleine Menge hochwertiges Rapsöl verwendet, welches viele gute Omega-3-Fettsäuren enthält. , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44935-rugenwalder-muhle-rugenwalder-vegane-teewurst-fein/,https://bilder.kolonial.no/local_products/04720fa2-53aa-48d0-aa92-bb60613188b4.jpg?auto=format&fit=max&w=451&s=2893bbea0645ec4fb5b9dce7d3dc5840,2.10 g,2.80 g,,0.60 g,6.60 g,3.80 g,22 g,1014 kJ / 242 kcal,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland","Trinkwasser, Rapsöl, Stärke, Sheabutter, Aroma (enthält Rauch), 2,4% Erbsenproteinisolat, Citrusfasern, Kochsalz, Flohsamenschalen, Erbsenfasern, Gewürze, färbende Lebensmittel: Konzentrate aus Rettich, Karotte. Kann Spuren von EI, WEIZENGLUTEN und SOJA enthalten. ",100 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140,Garden Gourmet Sensational Knusper Filets,"3,19€","Knusprig, saftig, lecker: Das sind die neuen Garden Gourmet Sensational Knusper-Filets mit veganer Hähnchentextur und knuspriger Panade. , Tivall Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55131-garden-gourmet-garden-gourmet-sensational-knusper/,https://bilder.kolonial.no/local_products/4034be8a-ec6e-4586-94bc-9b14e82b7add.jpg?auto=format&fit=max&w=740&s=233154b41145123ce633c013a9ca9a69,1.10 g,19.10 g,3.60 g,0.50 g,17.60 g,1 g,10.10 g,1028 kJ / 246 kcal,,"Tivall Deutschland GmbH, Lyoner Str. 23, 60528 Frankfurt am Main, Deutschland","Trinkwasser, 12,7% SOJAPROTEIN, 13,2% Panade (WEIZENMEHL, WEIZENSTÄRKE, Rapsöl, Hefe, Speisesalz), 9,7% WEIZENPROTEIN, Rapsöl, WEIZENMEHL, Branntweinessig1, natürliches Aroma, Hefeextrakt, Speisesalz, Zucker, schwarzer Pfeffer, Verdickungsmittel Johannisbrotkernmehl. Unter Schutzatmosphäre verpackt. Kann SENF, SELLERIE, SESAM und EI enthalten. ",190 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3141,Rügenwalder Vegetarische Mühlen Würstchen im Becher,"2,99€","Vegetarisches Erzeugnis nach Art eines Würstchen auf Basis von Ei, gegart, geräuchert , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43524-rugenwalder-muhle-rugenwalder-vegetarische-muhlen/,https://bilder.kolonial.no/local_products/06b5fdf9-2596-4027-b480-5c70108eb50f.jpg?auto=format&fit=max&w=674&s=7f5aa9e15f7a88e661db5deba466d539,2.80 g,8.80 g,,1 g,1.10 g,1.50 g,19 g,911 kJ / 221 kcal,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland","Trinkwasser, Rapsöl, 8% EIKLAR* getrocknet, Zwiebeln, Verdickungsmittel: Methylcellulose, Xanthan; Kochsalz, Branntweinessig, natürliches Aroma, Gewürze, Traubenzucker, Flohsamenschalen, Farbstoffe: Eisenoxide, Carotine; Rauch. Kann Spuren von Soja und Weizengluten enthalten. Wir verwenden nur Eier aus Freilandhaltung. ",200 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,"Gluten, Sojabohnen.",,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,12.60 g,,5 g,,,,,,0.50 g,,,,,,,,
