,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salt,protein,fiber,Sugar,carbohydrates,Fat,calorific value,Characteristics,supplier,May contain traces of,Ingredients/Ingredients,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,region of origin,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,Fett,Brennwert,Eigenschaften,Lieferant,Kann Spuren enthalten von ,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,hereof: saturated fatty acids,Size,Delivery days,Product InformationThe supplier has not provided us with detailed information about this product.View all Barilla products,davon gesättigte Fettsäuren,Ursprungsregion,country of origin,Ursprungsland,sodium,Description,drained weight,capacity,Abtropfgewicht,Unser Beitrag für Nachhaltigkeit,4. Anrichten,3. Abschrecken,2. Aufkochen,1. Auspacken,Freshness guarantee (minimum)
148,Ben's Original Express Mexican,€2.29,"Mexican rice refined with paprika, jalapeno chili and tomatoes without artificial preservatives, coloring and flavorings. Sealed under protective athmosphere. NO ARTIFICIAL COLOURS, FLAVORS OR PRESERVATIVES. Vegetarian and vegan , Mars GmbH DE has provided the above information.",https://oda.com//de/products/45120-bens-original-bens-original-express-mexikanisch/,https://bilder.kolonial.no/local_products/b4a79ad2-01f7-48e2-834b-06a3cb8a4c8e.jpg?auto=format&fit=max&w=734&s=d3d30ac7d9e0f5353f0b37f6a474305c,0.59g,3.40g,1.20g,1.30g,29g,2.10g,645kJ / 152kcal,,"Mars GmbH DE, PO Box 1280, 27281 Verden (Aller), Germany",,"Steamed, Parboiled Long Grain Rice (84%), Red Pepper (5.9%), Double Concentrated Tomato Paste (5.3%), Sunflower Oil, Natural Flavor, Salt, Spices, Jalapeno Chili, Sugar, Onion Powder, Yeast Extract, Acid (Citric Acid), Garlic Powder.",220 grams,daily,"pasta, rice and cereals",Reis,oda,France,,,,,,,,,,,,,,0.10g,,,,,,,,,,,,,,,,,,
149,Ben's Original Express Greek Djuvec Art,€2.29,"Delicious tomato rice, refined with vegetables and Greek spices. Fits perfectly on a gyro plate. Sealed under protective athmosphere. WITHOUT ARTIFICIAL COLOURING, AROMA AND PRESERVATIVES , Mars GmbH DE has provided the above information.",https://oda.com//de/products/46571-bens-original-bens-original-express-griechisch-dju/,https://bilder.kolonial.no/local_products/d2fa8632-caa8-4377-bc79-59d96a7bbd61.jpg?auto=format&fit=max&w=734&s=9602d23e22a2c09e8864a72c7c6cee51,0.59g,3.40g,1.50g,1.60g,29g,3.10g,687kJ / 163kcal,,"Mars GmbH DE, PO Box 1280, 27281 Verden (Aller), Germany",,"steamed, parboiled long grain rice (83%), red pepper (3.4%), sunflower oil, double concentrated tomato paste (2.0%), carrots, green pepper, peas, tomato powder, spices, salt, natural flavor, onion powder, parsley, paprika extract, garlic powder, acidifier (citric acid), herbs.",220 grams,daily,"pasta, rice and cereals",Reis,oda,France,,,,,,,,,,,,,,0.20g,,,,,,,,,,,,,,,,,,
150,Ben's Original Express Sweet Chili Rice,€2.29,"Our Sweet Chili Rice was prepared with carefully selected red peppers and chilies (and of course with a bit of BEN'S ORIGINAL™ know-how). Sealed under protective athmosphere. WITHOUT ARTIFICIAL COLOURING, AROMA AND PRESERVATIVES. Vegetarian and vegan. , Mars GmbH DE has provided the above information.",https://oda.com//de/products/47183-bens-original-bens-original-express-sweet-chili-re/,https://bilder.kolonial.no/local_products/faa61887-8c39-473f-9c55-6c2f3baec706.jpg?auto=format&fit=max&w=734&s=d6d0a89745678808755636547c03bd4c,,,,,,,,,,,"dampfgegarter, parboiled Langkornreis (94%), Sonnenblumenöl, Zwiebelpulver, geröstetes SESAMÖL, roter Paprika (getrocknet), Knoblauchpulver, Salz, natürliches Aroma, Gewürze (Ingwer), Hefeextrakt, Säuerungsmittel (Citronensäure), Kräuter (Schnittlauch). ",220 grams,daily,"pasta, rice and cereals",Reis,oda,,0.42 g,3.30 g,1.30 g,0.90 g,31 g,2.50 g,684 kJ / 162 kcal,,"Mars GmbH DE, Postfach 1280, 27281 Verden (Aller), Deutschland",,,,,,,,,0.20 g,Vereinigtes Königreich,,,,,,,,,,,,,
151,Ben's Original Express Curry Rice with Lentils,€2.29,"Great rice deserves something special! Our curry rice with lentils is a careful blend of rice, lentils, onions and spices (and of course with a bit of BEN'S ORIGINAL™ know-how). Sealed under protective athmosphere. WITHOUT ARTIFICIAL COLOURING, AROMA AND PRESERVATIVES. Vegetarian and vegan. , Mars GmbH DE has provided the above information.",https://oda.com//de/products/46063-bens-original-bens-original-express-curryreis-mit/,https://bilder.kolonial.no/local_products/317a0b7d-267e-4604-9eff-18a67e188355.jpg?auto=format&fit=max&w=734&s=a843913f2a26850c272797bc54b34fd0,0.44g,4.30g,2.40g,0.60g,29g,3.60g,715kJ / 169kcal,,"Mars GmbH DE, PO Box 1280, 27281 Verden (Aller), Germany",,"Steamed, parboiled brown rice (89%), green lentils (4.9%), sunflower oil, onion powder, natural flavor, spices, yeast extract, salt, acid (citric acid).",220 grams,daily,"pasta, rice and cereals",Reis,oda,United Kingdom,,,,,,,,,,,,,,0.50g,,,,,,,,,,,,,,,,,,
152,Ben's Original Express Long Grain & Wild Rice,€2.29,"This noble composition of nutty-aromatic wild rice and exquisite original long-grain rice inspires. WITHOUT ARTIFICIAL COLOURING, AROMA AND PRESERVATIVES. Vegetarian and vegan. , Mars GmbH DE has provided the above information.",https://oda.com//de/products/46471-bens-original-bens-original-express-langkorn-wild/,https://bilder.kolonial.no/local_products/8f5b5002-5e16-4421-9547-bf9c23bd3f49.jpg?auto=format&fit=max&w=734&s=304a40fb082c1bacae21825591054b63,0.01g,3.20g,0.80g,0.50g,31g,1.40g,639kJ / 151kcal,,"Mars GmbH DE, PO Box 1280, 27281 Verden (Aller), Germany",,"steamed, parboiled long grain rice (88%), steamed wild rice (10%), sunflower oil.",220 grams,daily,"pasta, rice and cereals",Reis,oda,France,,,,,,,,,,,,,,0.10g,,,,,,,,,,,,,,,,,,
153,Rice-Fit top long grain 8-minute KB,€1.99,"rice-fit 8 minutes rice 500g , Euryza GmbH has provided the above information.",https://oda.com//de/products/42319-reis-fit-reis-fit-spitzen-langkorn-8-minuten-kb/,https://bilder.kolonial.no/local_products/cc910825-d142-4a92-a6d1-20cd6b5d6598.jpg?auto=format&fit=max&w=1000&s=3037582fbe61954d62a0ecf939d81d47,0.02g,7g,1g,0.20g,78g,1g,1490kJ / 351kcal,,"Euryza GmbH, Eiffestrasse 585, 20537 Hamburg, Germany",,Great Long Grain Parboiled Rice,500 grams,daily,"pasta, rice and cereals",Reis,oda,,,,,,,,,,,,,,,0.20g,,,,,,Belgium,,,,,,,,,,,,
154,Rice-Fit top long grain 15-18 minutes KB,€1.95,"rice-fit long grain rice 500g , Euryza GmbH has provided the above information.",https://oda.com//de/products/47755-reis-fit-reis-fit-spitzen-langkorn-15-18-minuten-k/,https://bilder.kolonial.no/local_products/448c5ea9-5929-42ec-a075-843effc0cd44.jpg?auto=format&fit=max&w=1000&s=5c19709b577077a7573284f9ca451806,0.02g,7g,1g,0.20g,78g,0.50g,1472kJ / 347kcal,,"Euryza GmbH, Eiffestrasse 585, 20537 Hamburg, Germany",,Pointed long grain rice,500 grams,daily,"pasta, rice and cereals",Reis,oda,Belgium,,,,,,,,,,,,,,0.20g,,,,,,,,,,,,,,,,,,
155,Dovgan buckwheat,€4.39,"Buckwheat, 1000 g , DOVGAN GmbH has provided the above information.",https://oda.com//de/products/36028-dovgan-dovgan-buchweizen/,https://bilder.kolonial.no/produkter/26d9c31c-fc26-45f5-974e-75eb1ef41af7.jpeg?auto=format&fit=max&w=682&s=6a2f626562826e83475a80add1622da1,0.04g,13g,0.80g,2g,71g,2.90g,1542kJ / 364kcal,,"DOVGAN GmbH, Zinkhüttenweg 6, 22113 Hamburg, Germany",Gluten.,"Buckwheat, peeled and roasted",1 kilogram,daily,"pasta, rice and cereals",Trained & Together,oda,Lithuania,,,,,,,,,,,,,,0.60g,,,,,,,,,,,,,,,,,,
156,Seeberger Sesame Unpeeled,€2.69,"The unpeeled Seeberger sesame variant tastes a bit tart and is grainier. The sesame can be used in many ways, it is often lightly roasted in a pan and served as a topping for various salads. Sealed under protective athmosphere. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/42972-seeberger-seeberger-sesam-ungeschalt/,https://bilder.kolonial.no/local_products/2121e2de-fbff-4f91-a83e-6cf16e9c6d30.png?auto=format&fit=max&w=1000&s=dce1d9b9a1c59560fec1ef6176611b56,0.03g,27g,,0.80g,3g,53g,2529kJ / 612kcal,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Germany",Gluten.,Unpeeled Sesame May contain traces of gluten.,250 grams,daily,"pasta, rice and cereals",Trained & Together,oda,Germany,,,,,,,,,,,,,,9.20g,,,,,,,,,,,,,,,,,,
157,BIO COMPANY Organic unpeeled sesame,€2.79,"Unpeeled sesame with a nutty, tart note, also tastes good roasted, it is also suitable for baking bread and pastries or for sprinkling on salads. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52510-bio-company-bio-company-bio-sesam-ungeschalt/,https://bilder.kolonial.no/local_products/cb64d376-bf2a-453f-91f0-75959e38434c.jpg?auto=format&fit=max&w=450&s=3cecd19df9458f888264a69387203375,0.11g,21g,11g,0.50g,10g,50g,2465kJ / 596kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Gluten, Soybeans, Nuts.","SESAME*,  unpeeled ",500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,BIO COMPANY Organic Flaxseed,€1.89,"Brown linseed with an aromatic nutty taste, versatile - consume with sufficient liquid due to its high swelling capacity. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52624-bio-company-bio-company-bio-leinsamen/,https://bilder.kolonial.no/local_products/64ae1a3a-4972-47ce-8d93-3c21dd27faa1.jpg?auto=format&fit=max&w=450&s=f449fd6711c3ed632d18a1bbc2bda163,0.14g,22g,23g,1.20g,7.70g,37g,2058kJ / 498kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Gluten, soybeans, nuts, sesame seeds.",linseed*,500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"BIO COMPANY organic linseed, brown, ground",€1.99,"Crushed, brown linseed with an aromatic nutty taste, versatile - consume with sufficient liquid due to its high swelling capacity. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52625-bio-company-bio-company-bio-leinsaat-braun-geschro/,https://bilder.kolonial.no/local_products/cfe2bc4d-512d-4341-bfb5-f6ec0c8db87e.jpg?auto=format&fit=max&w=450&s=f87eca1ff492d0c4429d446feef4c1a9,0.20g,22g,26g,1g,3g,43g,2228kJ / 540kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Gluten, soybeans, nuts, sesame seeds.",Linseed* ground 100%,250 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,BIO COMPANY Organic linseed gold,€1.69,"Mildly nutty whole golden flax seeds with extremely high swelling power, versatile - whether with yoghurt, muesli, for baking or as a topping. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52626-bio-company-bio-company-bio-leinsaat-gold/,https://bilder.kolonial.no/local_products/5bc3f363-b83b-4835-b729-d8c69da22d70.jpg?auto=format&fit=max&w=450&s=15b925978d6df3b3bf75c62f4f1b6f77,0g,18g,27g,1.50g,1.50g,42g,2116kJ / 513kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","nuts, sesame seeds.",Gold Linseed*,250 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,BIO COMPANY organic chia seeds,€5.49,"South and Central American cultivated plant, rich in omega-3 fatty acids and with a high fiber content. Consume with plenty of liquid. Tastes good in muesli, baked goods and drinks. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52790-bio-company-bio-company-bio-chiasamen/,https://bilder.kolonial.no/local_products/945d9238-ec70-40a1-9ccd-1ed0fe340557.jpg?auto=format&fit=max&w=450&s=eee05c8cfeec90a3a1c96ccc3df09d92,0.01g,21g,30g,0.50g,5.20g,32g,1884kJ / 456kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","gluten, nuts, sesame seeds.",Chia seeds* (Salvia hispanica),500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,BIO COMPANY Organic buckwheat,€2.29,"Buckwheat from Europe, nutty-aromatic in taste, an excellent, protein-rich alternative to grain. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52801-bio-company-bio-company-bio-buchweizen/,https://bilder.kolonial.no/local_products/e6698794-7720-4728-8182-537d54a2918b.jpg?auto=format&fit=max&w=450&s=f516fd2226ae9884b1b38e650ff011de,0.01g,9.80g,3.70g,0.50g,71g,1.70g,1466kJ / 346kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Soybeans, Nuts, Sesame Seeds.",buckwheat*,500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,BIO COMPANY organic polenta corn semolina,€1.59,"Semolina made from gently ground corn from Austria, a classic of Italian cuisine that tastes good both as a hearty dish and as a dessert. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52560-bio-company-bio-company-bio-polenta-maisgriess/,https://bilder.kolonial.no/local_products/04fe70da-f88b-49f9-b9b3-7e365b824597.jpg?auto=format&fit=max&w=450&s=713eec0fdde9231186a3791d7a0770b2,0.01g,6.40g,9.40g,1.40g,72g,1g,1448kJ / 342kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",Sesame seeds.,corn grits*,500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,BIO COMPANY organic quinoa white,€3.49,"Light quinoa from South America, with a subtle nutty taste, can be prepared like rice, tastes good as a side dish, as a base for desserts or salads. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52555-bio-company-bio-company-bio-quinoa-weiss/,https://bilder.kolonial.no/local_products/2cec780c-9be8-4110-a7eb-9a611b40667d.jpg?auto=format&fit=max&w=450&s=e0e77a1fc28c9c9545cee3419abb807d,0.01g,12g,9g,4g,65g,6.20g,1602kJ / 380kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","nuts, sesame seeds.",Quinoa* white,500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,BIO COMPANY Organic millet,€2.19,"Fine-grain golden millet from Europe with a subtle nutty taste, tastes good as a porridge and refines sweet dishes as well as hearty ones, such as soups, or vegetable casseroles. , BIO COMPANY has provided the above information.",https://oda.com//de/products/52684-bio-company-bio-company-bio-hirse/,https://bilder.kolonial.no/local_products/a4dbad29-e626-4efd-a9d4-2f8dad1c79ae.jpg?auto=format&fit=max&w=450&s=54733f8490bd55bc9e74f13b1e3930ce,0.01g,11g,3.90g,1.60g,69g,3.90g,1536kJ / 363kcal,organic product,"BIO COMPANY, Rheinstrasse 45-46, 12161 Berlin, Germany",,millet flakes*. * from controlled organic cultivation,500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,0.90g,,,,,,,,,,,,,,,,,,
166,BIO COMPANY Organic Bulgur,€1.99,"Bulgur is quick to prepare and can be used for many different dishes, such as salads, casseroles, desserts or just as a side dish. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52799-bio-company-bio-company-bio-bulgur/,https://bilder.kolonial.no/local_products/6498a89b-0ec4-4bb5-a36f-26fd97174b78.jpg?auto=format&fit=max&w=450&s=cc55147629b919323153ac8d48616fcd,0.01g,9g,10g,0.80g,69g,1g,1443kJ / 341kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Soybeans, Nuts, Sesame Seeds.",BULGUR*  ( DURUM WHEAT ) ,500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,BIO COMPANY Organic barley,€1.69,"In the whole food kitchen, barley is often used as a whole grain as a soup ingredient and side dish, for vegetarian dishes or in desserts. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52722-bio-company-bio-company-bio-gerste/,https://bilder.kolonial.no/local_products/932c42bd-375e-4a98-89ba-daffb9a92b10.jpg?auto=format&fit=max&w=450&s=6dbb5223df511a62b8d8809b632205fc,0.01g,10g,4.60g,2.20g,71g,1.40g,1466kJ / 346kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Soybeans, Nuts, Sesame Seeds.",BARLEY BARLEY* ,500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,0.50g,,,,,,,,,,,,,,,,,,
168,BIO COMPANY organic couscous,€1.99,"Couscous made from cooked wholegrain durum wheat semolina, ready to cook in just 5 to 10 minutes and therefore suitable for quick, balanced cooking. , No detailed information was provided about this product.",https://oda.com//de/products/52785-bio-company-bio-company-bio-couscous/,https://bilder.kolonial.no/local_products/da230e05-cc3f-4a16-a061-ea9b36928abb.jpg?auto=format&fit=max&w=450&s=e5795c34b0840d4a7fedaaefebec8658,,,,,,,,organic product,"BIO COMPANY, Rheinstrasse 45-46, 12161 Berlin, Germany",,,500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,BIO COMPANY Organic Sunflower Seeds,€1.99,"Sunflower seeds from Europe, with a mild, nutty taste and firm consistency, they can be used in many ways, whether as a tasty snack or roasted in salads. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52502-bio-company-bio-company-bio-sonnenblumenkerne/,https://bilder.kolonial.no/local_products/5ec5b2c0-29e5-407b-9dfc-c09dc4f8fa7a.jpg?auto=format&fit=max&w=450&s=b4e6f732e454720ff4e65c0d3a7246e0,0.01g,26.10g,5.80g,3.50g,34.70g,26.30g,2053kJ / 492kcal,,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Gluten, soybeans, nuts, sesame seeds.",sunflower seeds*,500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,BIO COMPANY Organic Pumpkin Seeds,€2.99,"Aromatic nutty pumpkin seeds, versatile, roasted, in bread and baked goods, in salads or in muesli. But also pure enjoyment as a healthy snack. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52635-bio-company-bio-company-bio-kurbiskerne/,https://bilder.kolonial.no/local_products/e4030be6-4c73-46ce-914f-cde4b470b739.jpg?auto=format&fit=max&w=450&s=6944e6c7715f2921abcb7d47815d0de5,0.01g,37g,6.30g,1.30g,1.30g,48g,2465kJ / 595kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Gluten, Peanuts, Soybeans, Tree Nuts.",pumpkin seeds*,200 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"BIO COMPANY Organic oats, peeled",€1.59,"Shelled and steamed oats from Germany in Biokreis quality. Mild, slightly nutty taste, perfect for grinding yourself or cooked as a side dish. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52698-bio-company-bio-company-bio-hafer-geschalt/,https://bilder.kolonial.no/local_products/9cde2395-f4cb-4173-9571-a9e339465858.jpg?auto=format&fit=max&w=450&s=ca164a1e69b70e0310e4553c67b69202,0.02g,11g,9.70g,1.10g,56g,7.10g,1479kJ / 351kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Soybeans, Nuts, Sesame Seeds.","OATS*,  shelled ",500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,BIO COMPANY Organic wheat,€1.59,"Wheat from Germany in Biokreis quality, tasty as a wholesome side dish, in salads, stews, crushed as muesli, or ground into flour. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52459-bio-company-bio-company-bio-weizen/,https://bilder.kolonial.no/local_products/bd4349ef-d314-4308-9700-6cffee34fdd9.jpg?auto=format&fit=max&w=1000&s=d1011a4ccbe60962d60305fa869e10da,0.02g,11g,13g,0.70g,60g,1.80g,1378kJ / 326kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Soybeans, Nuts, Sesame Seeds.",WHEAT* ,1 kilogram,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,
173,BIO COMPANY Organic spelled,€2.49,"Aromatic, nutty spelled grains, an original form of wheat in Biokreis quality. The whole grains taste great cooked as a side dish or in soups, salads and casseroles, crushed in muesli or finely crushed as muesli. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52769-bio-company-bio-company-bio-dinkel/,https://bilder.kolonial.no/local_products/4267a73f-2043-4a75-b920-f70595c0d5e8.jpg?auto=format&fit=max&w=450&s=927a20f2642669e364e3476716dea074,0.01g,17g,10g,0.70g,60g,1.70g,1452kJ / 343kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Soybeans, Nuts, Sesame Seeds.",SPELT WHEAT* ,1 kilogram,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,BIO COMPANY Organic Rye,€1.69,"Rye from Germany, strong in taste, as a flour ground a classic bread grain, but is also cooked for the preparation of hearty dishes. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52542-bio-company-bio-company-bio-roggen/,https://bilder.kolonial.no/local_products/ebd3052a-ee42-4898-aef3-249d780186ea.jpg?auto=format&fit=max&w=450&s=d16db8842ec1922316bc115d04b057c3,0.01g,9.50g,13g,0.90g,61g,1.70g,1365kJ / 323kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Soybeans, Nuts, Sesame Seeds.",RYE* ,1 kilogram,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,BIO COMPANY organic spelled semolina,€2.49,"Gently ground and sieved spelled with a nutty taste, versatile: for sweet porridge and pudding, pastries and desserts, for soups and other savory dishes. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52760-bio-company-bio-company-bio-dinkelgriess/,https://bilder.kolonial.no/local_products/675f0b74-a09a-4e6c-8676-1add30d8d077.png?auto=format&fit=max&w=450&s=c395d76eb8bbe46c47ad0b2482cf0ba3,0.01g,12g,5.80g,1.30g,69g,2g,1497kJ / 354kcal,,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Shellfish, Soybeans, Lupine.",SPELLED semolina* ,500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Borchers organic flea seed shells,€7.49,"borchers organic flea seed shells 225g , borchers fine food GmbH & Co. KG has provided the above information.",https://oda.com//de/products/44212-borchers-borchers-bio-flohsamenschalen/,https://bilder.kolonial.no/local_products/c4e28571-7a15-485e-8f40-b819d2e3feb4.jpg?auto=format&fit=max&w=641&s=6bb72046f7f4fe5a235e98ca437cc00d,0.12g,1.60g,86g,0.60g,3.80g,0.60g,802kJ / 199kcal,organic product,"borchers fine food GmbH & Co. KG, Rosa-Luxemburg-Str. 3, 28876 Oyten, Germany",Sesame seeds.,psyllium husks.,225 grams,daily,"pasta, rice and cereals",Trained & Together,oda,India,,,,,,,,,,,,,,0.20g,,,,,,,,,,,,,,,,,,
177,Coastal Gold Pearl Barley Medium,€0.69,"Barley barley, also known as pearl barley, are barley grains that have been peeled and rounded by grinding and polishing. Pearl barley is produced in three sizes: fine, medium and coarse. The pearl barley is mainly used as an ingredient in soups and stews, but they are also ideal for delicious salads, casseroles and much more. Pearl barley works very well in place of rice or potatoes. , H. & J. Brüggen KG has provided the above information.",https://oda.com//de/products/43189-kustengold-kustengold-perlgraupen-mittel/,https://bilder.kolonial.no/local_products/9397426d-e1cf-4af1-8a1b-c8cb69e2d2cd.jpg?auto=format&fit=max&w=640&s=e0b3ce2266323ed53fe65581705c7707,0.01g,10.40g,,2.20g,2.20g,1.40g,1472kJ / 352kcal,,"H. & J. Brüggen KG, Gertrudenstrasse 15, 23568 Lübeck, Germany",,BARLEY BARLEY . ,250 grams,daily,"pasta, rice and cereals",Trained & Together,oda,Germany,,,,,,,,,,,,,,1.40g,,,,,,,,,,,,,,,,,,
178,NaturWert organic linseed whole,€2.09,"NaturWert organic flaxseed whole can be added to many drinks and dishes to enrich it with roughage, for example as a delicious ingredient in muesli and yoghurt, for baking bread and baked goods, for salads and casseroles. Dietary fibers are the components of plant foods that can hardly be broken down by the human organism. Flaxseeds are also a good source of protein. , SchapfenMühle GmbH & Co. KG has provided the above information.",https://oda.com//de/products/46062-naturwert-bio-naturwert-bio-leinsamen-ganz/,https://bilder.kolonial.no/local_products/effec207-356f-46f3-b623-ba622e47265f.jpg?auto=format&fit=max&w=524&s=c7f1a49e5e22d75ac41b0d9be8f6a241,0.12g,19g,,1.60g,1.60g,41g,2090kJ / 500kcal,organic product,"SchapfenMühle GmbH & Co. KG, Franzenhauserweg 21, 89081 Ulm-Jungingen, Germany",,Linseed.,500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,41g,,,,,,,,,,,,,,,,,,
179,NaturWert organic sunflower seeds,€2.19,"Our sunflower seeds can be used universally: pure for nibbling, as a topping on salad or in bread. The small power packs are full of folic acid, for example - ideal for pregnant and breastfeeding women. They also contain a lot of magnesium and phosphorus. , nutwork Handelsgesellschaft mbH has provided the above information.",https://oda.com//de/products/42508-naturwert-bio-naturwert-bio-sonnenblumenkerne/,https://bilder.kolonial.no/local_products/e85f50bd-77bb-45e7-82ae-6d365382771d.jpg?auto=format&fit=max&w=576&s=3bcd3cb09b1d3caeffc60d306a68aaa4,,28g,,3.60g,3.60g,52g,2546kJ,organic product,"nutwork Handelsgesellschaft mbH, Bankstrasse 28, 20097 Hamburg, Germany",,"Organic  sunflower seeds*.  *from  controlled  organic  farming.  May contain  traces  of  CEREALS CONTAINING  GLUTEN , NUTS , PEANUTS , SESAME , SOYA and LUPINE .        ",500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,Germany,,,,,,,,,,,,,,6.20g,,,,,,,,,,,,,,,,,,
