,Unnamed: 0.1,Unnamed: 0,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Unnamed: 6,country of origin,commercial class,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Country of origin,Trade class,Contents,Possible delivery times,Weight,Characteristics,supplier,Information about the offer,region,supplier,Region of origin,region of origin,variety,Quality,Description,trademark,trade class,mixing,Characteristics,Salt,protein,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,Ingredients/Ingredients,Freshness guarantee (minimum),Salt,Protein,fiber,Zucker,carbohydrates,hereof: saturated fatty acids,Fett,calorific value,Ingredients/Ingredients,Freshness guarantee (minimum),fiber,Information about the offer,May contain traces of,May contain traces of
192,192,192,Zuckermais gekocht vakumiert,"1,43€"," , Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.",https://oda.com//de/products/55970-zuckermais-gekocht-vakumiert/,https://bilder.kolonial.no/local_products/9c17a38b-1ffc-4fec-b0cd-34ef1086af98.jpg?auto=format&fit=max&w=580&s=a42a45468771696afa1d35a13f69ef14,,,,,,Fruit Vegetable,Vegetables,oda,,,400 Gramm,täglich,,,,,,keine Angabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maximal 20 pro Person. Das Angebot ist gültig bis zum 30. April und solange der Vorrat reicht. Beachte bitte, dass Rabatte auf Produkte nicht reserviert werden, wenn du sie deinem Einkaufswagen hinzufügst. Sie gelten erst, wenn du den Zahlungvorgang abgeschlossen hast.",,
193,193,193,radish black,€1.19," , No detailed information was provided about this product.",https://oda.com//de/products/55972-rettich-schwarz-mind-700g/,https://bilder.kolonial.no/local_products/82d51c84-e752-4290-bf43-d566efdf1a7d.jpg?auto=format&fit=max&w=1000&s=8168a789a94d5f5c36842d71368d4f48,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,I,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,194,194,Leek 1 piece,€0.79," , No detailed information was provided about this product.",https://oda.com//de/products/55979-porree-1-stuck-mind-180g/,https://bilder.kolonial.no/local_products/39f7b5db-0e13-4cca-b73a-a562dc637837.jpg?auto=format&fit=max&w=755&s=4800468a3f74e2db19b9b5fd65e787da,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Germany, Belgium, Spain or the Netherlands",I,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,195,195,Steam enjoyment broccoli,€1.99," , No detailed information was provided about this product.",https://oda.com//de/products/55980-dampfgenuss-brokkoli/,https://bilder.kolonial.no/local_products/b7c03b49-52df-4266-95d4-e1d53a5794fa.jpg?auto=format&fit=max&w=1000&s=56adbb9eecedc540afee33898d76e0c4,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain or Germany,I,200 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,Behr vegetable garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,196,196,Eggplant Werder Frucht,€1.49," , No detailed information was provided about this product.",https://oda.com//de/products/56051-werder-frucht-so-nah-so-gut-auberginen-werder-fruc/,https://bilder.kolonial.no/local_products/0b471a8f-c15a-4efe-ad91-a6003f4d3cba.png?auto=format&fit=max&w=527&s=250532e4f7ea34b9c40d7921247ca6da,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,I,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,,Werder Frucht GmbH,,Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,197,197,Garlic in the net,€0.99," , No detailed information was provided about this product.",https://oda.com//de/products/56056-knoblauch-im-netz/,https://bilder.kolonial.no/local_products/961edb2f-543b-4ad9-bb33-a638aad5b9ab.jpg?auto=format&fit=max&w=641&s=e081572657fe7a3f957b87b554441898,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain,I,200 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,198,198,rhubarb,€3.49," , No detailed information was provided about this product.",https://oda.com//de/products/56120-rhabarber/,https://bilder.kolonial.no/local_products/8846d8ce-3ba1-4678-b1cc-e25803a7f520.jpg?auto=format&fit=max&w=1000&s=7ab5d744f834defc8a45d6391a698762,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,I,1 kilogram,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,199,199,Boiled beetroot,€0.99," , No detailed information was provided about this product.",https://oda.com//de/products/56121-rote-bete-gekocht/,https://bilder.kolonial.no/local_products/90d77d05-f8cd-43e5-9170-081e50b2c86b.jpg?auto=format&fit=max&w=1000&s=c0966666ccaa1098a436c6624c1e42ab,France,,,500 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,Boiled beetroot / vacuum packed / shrink-wrapped,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,200,200,eggplants,€0.99," , No detailed information was provided about this product.",https://oda.com//de/products/56221-auberginen-mind-225g/,https://bilder.kolonial.no/local_products/ed1c4bf9-3d9c-48a6-8949-7873f00f3bae.jpg?auto=format&fit=max&w=675&s=d10f0be26f6decf06f0cdb092317bb43,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain,I,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,201,201,Medium brown organic mushrooms,€1.99," , No detailed information was provided about this product.",https://oda.com//de/products/56229-bio-champignons-braun-mittel/,https://bilder.kolonial.no/local_products/391120df-8fe2-4e30-b412-e4365b848ef7.jpeg?auto=format&fit=max&w=1000&s=2c92703dfd2e313a05de491c6fad7e82,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Netherlands,II,200 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,202,202,Organic mushrooms white medium,€1.99," , No detailed information was provided about this product.",https://oda.com//de/products/56230-bio-champignons-weiss-mittel/,https://bilder.kolonial.no/local_products/0923ba76-be30-4298-bc62-21d88b9354ad.jpg?auto=format&fit=max&w=1000&s=def902c681621a585f099aa5c603c8e4,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Netherlands,II,200 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,203,203,Organic mushrooms brown large,€3.49," , No detailed information was provided about this product.",https://oda.com//de/products/56231-bio-champignons-braun-gross/,https://bilder.kolonial.no/local_products/39e54dbf-a0b1-4d1a-965d-faee595d315d.jpg?auto=format&fit=max&w=1000&s=e468b427eb7c9d94e168243bfe306de0,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Netherlands,II,400 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,204,204,Medium brown mushrooms,€1.99," , No detailed information was provided about this product.",https://oda.com//de/products/56232-champignons-braun-mittel/,https://bilder.kolonial.no/local_products/4c999802-dab8-4919-838d-2eb7ec983614.jpeg?auto=format&fit=max&w=1000&s=e0d9d703cf49d45728747a84571ccd89,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Netherlands,I,250 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,205,205,Champignons weiß mittel,"1,99€"," , Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.",https://oda.com//de/products/56233-champignons-weiss-mittel/,https://bilder.kolonial.no/local_products/7b2c2dbe-d384-4487-ba8c-8feaf5789298.jpg?auto=format&fit=max&w=1000&s=911ac13f97bf748bb74fd918123212bd,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",,,,,Fruit Vegetable,Vegetables,oda,Netherlands,I,250 Gramm,täglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,206,206,Mushrooms white large,€2.19," , No detailed information was provided about this product.",https://oda.com//de/products/56234-champignons-weiss-gross/,https://bilder.kolonial.no/local_products/ac32b2f5-3678-4a7b-8808-9d1aa945a2de.jpg?auto=format&fit=max&w=818&s=8b94b51a7b96e6a0fd8bfd2755a3f80e,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Netherlands,I,400 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,207,207,King oyster mushroom medium,€2.99," , No detailed information was provided about this product.",https://oda.com//de/products/56235-krauterseitling-mittel/,https://bilder.kolonial.no/local_products/e744025b-1c8e-426d-a199-7d124d9a7234.jpg?auto=format&fit=max&w=1000&s=74bf3bedba27f55520015feaed2a7263,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Netherlands,I,150 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,208,208,broad beans,€2.99," , No detailed information was provided about this product.",https://oda.com//de/products/56284-breite-bohnen/,https://bilder.kolonial.no/local_products/d8928d0f-a844-4abe-83f9-6508e7f5f459.jpg?auto=format&fit=max&w=1000&s=9f0e048c1aec0ab40f77dea6b2d334af,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain or Morocco,I,500 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,209,209,celery root,€1.29," , No detailed information was provided about this product.",https://oda.com//de/products/56318-knollensellerie-mind-900g/,https://bilder.kolonial.no/local_products/f1ab9c23-defc-4b06-93d9-59abf36dd137.jpg?auto=format&fit=max&w=235&s=44f43e16b6fc4608155617aa474094bb,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,I,900 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,210,210,Kürbis Butternut,"2,49€"," , Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.",https://oda.com//de/products/56319-kurbis-butternut-mind-700/,https://bilder.kolonial.no/local_products/5c3afadf-e325-4aea-98a9-5694c1795566.jpg?auto=format&fit=max&w=904&s=e0ae2ce6e4a2156bb95c0a3c733715c6,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",,,,,Fruit Vegetable,Vegetables,oda,Südafrika,,700 Gramm,täglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,211,211,Pumpkin Hokkaido,€3.79," , No detailed information was provided about this product.",https://oda.com//de/products/56320-kurbis-hokkaido-mind-800g/,https://bilder.kolonial.no/local_products/ade78b97-409a-462d-a7ee-25bdd98af840.jpg?auto=format&fit=max&w=1000&s=db0d3225a357a100e4787baff03226b1,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Peru,,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,,not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,212,212,turnip,€1.99," , No detailed information was provided about this product.",https://oda.com//de/products/56326-steckrube-mind-2kg/,https://bilder.kolonial.no/local_products/c4cf6d5e-7b59-40dd-b1ff-332bd9c05ac4.jpg?auto=format&fit=max&w=1000&s=54ceef6dbbe00d351f69a4e23b4a72e0,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany or Great Britain,I,2 kilograms,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,213,213,soup greens,€1.59," , No detailed information was provided about this product.",https://oda.com//de/products/56555-suppengrun-mohre-porree-sellerie-und-petersilie/,https://bilder.kolonial.no/local_products/88e266a9-a177-45b9-892d-87350324384d.jpg?auto=format&fit=max&w=1000&s=ced39c17f675e581089dd3484184abc3,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",,,500 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,214,214,snow peas,€2.49," , No detailed information was provided about this product.",https://oda.com//de/products/57999-zuckererbsen/,https://bilder.kolonial.no/local_products/2eb734bf-bde1-4ea8-adb0-b34a1f01ea19.jpg?auto=format&fit=max&w=728&s=dea6e44bfdee2a2e9115231c255be6f2,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Egypt, Peru or Guatemala.",I,250 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,215,215,snap peas,€2.49," , No detailed information was provided about this product.",https://oda.com//de/products/58014-knackerbsen/,https://bilder.kolonial.no/local_products/bc520644-c67b-4c8a-bfef-3b0c21c3177d.jpg?auto=format&fit=max&w=1000&s=dd7dbed8b367518513153106a223d39e,,"Kenya, Guatemala, Peru or Egypt",I,250 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,216,216,green beans,€2.49," , No detailed information was provided about this product.",https://oda.com//de/products/58018-prinzessbohnen/,https://bilder.kolonial.no/local_products/3093bab4-1690-4274-8259-14cd252a40e0.jpg?auto=format&fit=max&w=684&s=bbf5c79cd8c3bba1d41def86f83260b9,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Kenya,I,250 grams,daily,Fruit Vegetable,Vegetables,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,217,217,Fackelmann paring knife with wooden handle,€2.99,Paring knife GRANDMA`s SBKte,https://oda.com//de/products/58641-fackelmann-fackelmann-schalmesser-mit-holzgriff/,https://bilder.kolonial.no/local_products/2c71ab6b-d62e-4bdf-a5fc-97514a11701e.jpg?auto=format&fit=max&w=1000&s=c58f11d458067c77309448bf43e27714,,,,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,,"Fackelmann, Sebastian-Fackelmann-Strasse 6, 91217 Hersbruck",,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,218,218,Fackelmann garlic press 19 cm,€7.99,Garlic pressOVAL 19cm INOX hang,https://oda.com//de/products/58649-fackelmann-fackelmann-knoblauchpresse-19-cm/,https://bilder.kolonial.no/local_products/f9ebb267-616b-48b6-948c-e61a6b190440.jpg?auto=format&fit=max&w=1000&s=d0238c477d61ef586ffb5d9a33e5f2f0,,,,1 piece,daily,Fruit Vegetable,Vegetables,oda,,,,,,,"Fackelmann, Sebastian-Fackelmann-Strasse 6, 91217 Hersbruck",,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,219,219,Organic garden cress,€0.49," , No detailed information was provided about this product.",https://oda.com//de/products/51607-bio-gartenkresse/,https://bilder.kolonial.no/local_products/b9ec5b7d-2a16-47c8-ad06-e6efcdae6607.jpg?auto=format&fit=max&w=330&s=16e858fbdf5316f5e4107cea861d8f59,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,,1 piece,daily,Fruit Vegetable,Herbs,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,220,220,basil,€0.99," , No detailed information was provided about this product.",https://oda.com//de/products/52352-basilikum/,https://bilder.kolonial.no/local_products/a13d9a7f-a753-4bb1-909b-f269d9389447.jpg?auto=format&fit=max&w=300&s=7077d116966992a368f8575f70d659a3,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Germany, Israel, Kenya",,15 grams,daily,Fruit Vegetable,Herbs,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,221,221,Basil in the pot,€1.59," , No detailed information was provided about this product.",https://oda.com//de/products/51608-basilikum-im-topf/,https://bilder.kolonial.no/local_products/3a531959-285c-4893-befd-6140a46ac4bd.jpg?auto=format&fit=max&w=829&s=ed9edc9bb45dd71db0473d589acb6493,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,,1 piece,daily,Fruit Vegetable,Herbs,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,222,222,tarragon,€0.99," , No detailed information was provided about this product.",https://oda.com//de/products/52353-estragon/,https://bilder.kolonial.no/local_products/9781c7fc-fd9a-4daf-ab63-402723087303.jpg?auto=format&fit=max&w=250&s=033c23d72137943ed74bc8aec86beb42,"Für die Angaben wird keine Haftung übernommen. Bitte beachten Sie die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich. Das Produktdesign kann von der Abbildung abweichen.",,,15 grams,daily,Fruit Vegetable,Herbs,oda,"Spanien, Morokko oder Deutschland",,,,,,not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,223,223,Organic basil in a pot,€1.79," , No detailed information was provided about this product.",https://oda.com//de/products/52336-bio-basilikum-im-topf/,https://bilder.kolonial.no/local_products/1d325139-345e-4aee-b953-f907f22157d0.jpg?auto=format&fit=max&w=829&s=b3d186e5830c837f8f3e810ddeb05496,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,,1 piece,daily,Fruit Vegetable,Herbs,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,224,224,coriander,€0.99," , No detailed information was provided about this product.",https://oda.com//de/products/52354-koriander/,https://bilder.kolonial.no/local_products/f8545604-f0ad-4fe7-85db-2c2af30a1cf6.jpg?auto=format&fit=max&w=250&s=6b4a221f999226082a98b66c3ea3b71d,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Spain, Morocco or Germany",,15 grams,daily,Fruit Vegetable,Herbs,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,225,225,Organic curly parsley in a pot,€1.79," , No detailed information was provided about this product.",https://oda.com//de/products/52340-bio-krause-petersilie-im-topf/,https://bilder.kolonial.no/local_products/a224c862-55ff-4c58-967d-48b57b8fe0d3.jpg?auto=format&fit=max&w=816&s=e3d2463054d23e6e84ed95d83fd41489,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,,1 piece,daily,Fruit Vegetable,Herbs,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,226,226,mint,€0.99," , No detailed information was provided about this product.",https://oda.com//de/products/52355-minze/,https://bilder.kolonial.no/local_products/863e2f51-d463-4e8b-a406-97060a107f7d.jpg?auto=format&fit=max&w=250&s=fd58e5b69675bbfa9505e7be9e2a0a42,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Spain, Morocco or Germany",,15 grams,daily,Fruit Vegetable,Herbs,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,227,227,Organic chives in a pot,€1.79," , No detailed information was provided about this product.",https://oda.com//de/products/52347-bio-schnittlauch-im-topf/,https://bilder.kolonial.no/local_products/d08b5a5b-d6c0-44ec-b229-bff4395f7d3a.jpg?auto=format&fit=max&w=599&s=c0cd3f897cc49738b79f759222512160,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,,1 piece,daily,Fruit Vegetable,Herbs,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,228,228,sage,€0.99," , No detailed information was provided about this product.",https://oda.com//de/products/52356-salbei/,https://bilder.kolonial.no/local_products/56c023dc-6d51-4b80-ba41-ca70b23f84d8.jpg?auto=format&fit=max&w=250&s=48e6edb3ae382ae4976392ade530657b,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Italy, Spain, Morocco or Germany",,15 grams,daily,Fruit Vegetable,Herbs,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,229,229,Organic oregano in a pot,€1.79," , No detailed information was provided about this product.",https://oda.com//de/products/52349-bio-oregano-im-topf/,https://bilder.kolonial.no/local_products/f317d83b-83b6-4057-b376-c4ad2313bd8b.jpg?auto=format&fit=max&w=742&s=e7489f17f26721e3140d003edf63ee59,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,,1 piece,daily,Fruit Vegetable,Herbs,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,230,230,rosemary,€0.99," , No detailed information was provided about this product.",https://oda.com//de/products/52357-rosmarin/,https://bilder.kolonial.no/local_products/1df9dafe-82e6-4348-9f48-a71ac1284136.jpg?auto=format&fit=max&w=250&s=059d229e5af02ba26208021ab413427f,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Italy, Morocco or Germany",,15 grams,daily,Fruit Vegetable,Herbs,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,231,231,Organic mint in a pot,€1.79," , No detailed information was provided about this product.",https://oda.com//de/products/52351-bio-minze-im-topf/,https://bilder.kolonial.no/local_products/404f0e4b-0e15-44a5-94b4-4ac05de7f0dc.jpg?auto=format&fit=max&w=862&s=0106f641f1ece7b49e9f3a2067e52b71,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,,1 piece,daily,Fruit Vegetable,Herbs,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,232,232,thyme,€0.99," , No detailed information was provided about this product.",https://oda.com//de/products/52443-thymian/,https://bilder.kolonial.no/local_products/2577f2f1-2e5e-427a-8a1a-b64abfd88279.webp?auto=format&fit=max&w=1000&s=6d2eededa4204cf1e13ec440d719c867,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,,15 grams,daily,Fruit Vegetable,Herbs,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,233,233,lovage,€0.99," , No detailed information was provided about this product.",https://oda.com//de/products/52925-liebstockel/,https://bilder.kolonial.no/local_products/e1f02907-1c50-488b-baf1-1aaa82d2702d.jfif?auto=format&fit=max&w=225&s=6cb4f5fa9eb2e83fea279e3b2179f4d6,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Spain, Morocco or Germany",,15 grams,daily,Fruit Vegetable,Herbs,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,234,234,dill,€0.99," , No detailed information was provided about this product.",https://oda.com//de/products/52934-dill/,https://bilder.kolonial.no/local_products/9935ad2c-69cf-42f3-9c17-963fa8d899f8.jpg?auto=format&fit=max&w=250&s=d45832bcc476ec1ac71df8cd5380ddb7,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain or Germany,,25 grams,daily,Fruit Vegetable,Herbs,oda,,,,,,,not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,235,235,chives,€0.99," , No detailed information was provided about this product.",https://oda.com//de/products/52935-schnittlauch/,https://bilder.kolonial.no/local_products/c229fe7c-8d96-4c41-bf48-25f7111717e0.jpg?auto=format&fit=max&w=250&s=9063a385043887b80d14571990c83537,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Spain, Morocco or Germany",,25 grams,daily,Fruit Vegetable,Herbs,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,236,236,Flat leaf parsley,€0.99," , No detailed information was provided about this product.",https://oda.com//de/products/52936-glatte-petersilie/,https://bilder.kolonial.no/local_products/e0487249-c24f-43c6-8953-a1feda38a03f.jpg?auto=format&fit=max&w=250&s=c2415831840c0d1d0f040fba4ccacac1,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain or Germany,,30 grams,daily,Fruit Vegetable,Herbs,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,237,237,savory,€0.99," , No detailed information was provided about this product.",https://oda.com//de/products/57637-bohnenkraut/,https://bilder.kolonial.no/local_products/8040e05b-ccaa-4309-8181-a3cf3674ac79.jpg?auto=format&fit=max&w=1000&s=c4afbe35e3ef46bc0f9d6de2a8be9616,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany or Morocco,,15 grams,daily,Fruit Vegetable,Herbs,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,238,238,Krause Petersilie,"0,99€"," , Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.",https://oda.com//de/products/57638-krause-petersilie/,https://bilder.kolonial.no/local_products/a73ea1b4-b786-4995-92fe-e1bbe89a8688.jpg?auto=format&fit=max&w=1000&s=c6cf93d161872c3bcca766c08a095fb6,"Für die Angaben wird keine Haftung übernommen. Bitte beachten Sie die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich. Das Produktdesign kann von der Abbildung abweichen.",,,,,Fruit Vegetable,Herbs,oda,"Spanien, Italien oder Deutschland",,30 Gramm,täglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,239,239,wild garlic,€1.39," , No detailed information was provided about this product.",https://oda.com//de/products/60888-barlauch/,https://bilder.kolonial.no/local_products/ba74d84a-d788-4562-be4a-a74743beec4d.jpg?auto=format&fit=max&w=1000&s=bd0f661e5845ac37d636248d2671abed,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany or France,I,25 grams,daily,Fruit Vegetable,Herbs,oda,,,,,,,not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,240,240,lemongrass,€1.99," , No detailed information was provided about this product.",https://oda.com//de/products/54799-zitronengras/,https://bilder.kolonial.no/local_products/a1e48001-af50-4072-b1f7-69de709e04ab.jpg?auto=format&fit=max&w=1000&s=0f6c7a8b8dd160a7d3e097abe547e777,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Thailand,I,50 grams,daily,Fruit Vegetable,Herbs,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
