,Unnamed: 0,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salt,Protein,fiber,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,Characteristics,supplier,Ingredients/Ingredients,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Notice,May contain traces of,Freshness guarantee (minimum),Region of origin,storage,Sodium,Country of origin,distributor,Description,Size,Delivery days,Product informationThe supplier has not provided us with detailed information about this product.Show all Schär products
191,191,Schär Country Bread Multigrain,"3,19€","Country bread multigrain - Schär - 250g

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten-free, wheat-free, lactose-free, no preservatives, Dr. Schär AG / SPA has provided the above information.",https://oda.com//de/products/43821-schar-schar-landbrot-mehrkorn/,https://bilder.kolonial.no/local_products/2646c49f-b666-47d0-98b3-8b480d51f1cb.jpg?auto=format&fit=max&w=1000&s=50ef2bf0cc8ad301abddccea4487ab6b,1.50 g,4.50 g,8.50 g,4.20 g,47 g,0.70 g,5.30 g,56800 kJ / 13500 kcal,in,"dr Schär AG / SPA, Winkelau 9, 39014 Burgstall/Postal, Italy","Corn starch, water, sourdough 12%
(rice flour, water), buckwheat flour 3.6%, rice flour, linseed 3.4%, vegetable fiber (psyllium), rice starch, sugar syrup, sunflower seeds 2.9%, thickener: hydroxypropylmethylcellulose, cellulose; SOYA PROTEIN, yeast, sea salt, sunflower oil, millet flour 1.4%, whole rice flour
1.4%, chia seeds 1.2%, apple extract, sugar. LACTOSE FREE (lactose < 0.007g/100g).",250 Gramm,daily,"Bread, baked goods & spreads",Gluten free bread & pastries,oda,in,in,in,Italy,in,in,in,in,in,in,in,in
192,192,Schär mini baguette,"2,39€","Crispy, fresh enjoyment for every occasion, for ready-to-bake

Sealed under protective athmosphere

High in fiber

Gluten free

Lactose free

without preservatives

Wheat Free, Dr. Schär AG / SPA has provided the above information.",https://oda.com//de/products/43914-schar-schar-mini-baguette/,https://bilder.kolonial.no/local_products/92d537ab-feb1-4deb-8ec3-097ce7e58183.jpg?auto=format&fit=max&w=795&s=b2858856162ef926ccb29d6d435b6b5c,1 g,4.40 g,7.40 g,4.90 g,46 g,0.40 g,3.70 g,1047 kJ / 248 kcal,in,"dr Schär AG / SPA, Winkelau 9, 39014 Burgstall/Postal, Italy","Corn starch, water, sourdough 19% (rice flour, water), rice flour, vegetable fibers (psyllium,
Bamboo), High Oleic Sunflower Oil, SOY PROTEIN, Thickener:
hydroxypropylmethyl cellulose; Rice starch, corn germ, yeast, rice syrup, iodized salt (salt, potassium iodide). Can
Contains traces of LUPINE and MUSTARD. LACTOSE FREE. WHEAT FREE.",150 Gramm,daily,"Bread, baked goods & spreads",Gluten free bread & pastries,oda,in,"Mustard, Lupine.",in,Italy,in,in,in,in,in,in,in,in
193,193,Schär Knusperbrot Hell,"1,99€","Low-fat crunchy bread, an ideal accompaniment to many dishes

Gluten free, wheat free, lactose free, Dr. Schär AG / SPA has provided the above information.",https://oda.com//de/products/44215-schar-schar-knusperbrot-hell/,https://bilder.kolonial.no/local_products/1058f424-eed5-40c4-916a-00bf13c2aea3.jpg?auto=format&fit=max&w=655&s=4f03dda05cda2de63e1853fb2fd37a95,1.40 g,6 g,2.30 g,6 g,84 g,0.30 g,1.70 g,1611 kJ / 380 kcal,in,"dr Schär AG / SPA, Winkelau 9, 39014 Burgstall/Postal, Italy","Rice Flour, Corn Flour, Sugar, Salt. May contain traces of SOYA.",150 Gramm,daily,"Bread, baked goods & spreads",Gluten free bread & pastries,oda,in,soybeans.,in,Deutschland,in,in,in,in,in,in,in,in
194,194,Schär Pausa Ciok cake bars 10x35g,"4,99€","Dietetic food for gluten-free nutrition. This gluten-free product is made from gluten-free and wheat-free raw materials. For small (and large) sweet tooth. Not only children's hearts beat faster: Delicate biscuit dough, filled with delicious milk cream and covered with cocoa glaze - more temptation in a snack is almost impossible. Not only gluten- and wheat-free, but also without artificial coloring and with a lot of milk in the cream filling! , dr Schär has provided the above information.",https://oda.com//de/products/45297-schar-schar-pausa-ciok-kuchenriegel-10x35g/,https://bilder.kolonial.no/local_products/3b1978ec-f6fe-4796-a2c1-3681161df304.jpg?auto=format&fit=max&w=454&s=932215616bbc55a0b86c910055eb2e06,0.42 g,5.30 g,in,36 g,36 g,18 g,18 g,1776 kJ / 424 kcal,in,"dr Schar, Dr. Schär AG/Spa, Zona di Produzione Winkelau 9, 39014 Postal (BZ), Italy","Sugar, vegetable oils and fats (palm, palm kernel, coconut), EGGS, glucose-fructose syrup, rice flour, water, SKIMMED MILK POWDER 6%, corn starch, skimmed cocoa 2.2%, corn flour, rice starch, stabilizer: sorbitol; chicory fibers, raising agents: gluconodelta-lactone, sodium bicarbonate; Emulsifiers: SOYA LEZITHIN, mono- and diglycerides of fatty acids; MILK PROTEINS, thickeners: xanthan gum, locust bean gum; gelling agent: agar; Flavors, Salt.",350 Gramm,daily,"Bread, baked goods & spreads",Gluten free bread & pastries,oda,in,in,in,in,in,in,in,in,in,in,in,in
195,195,Schär Landbrot,"3,19€","Country bread - Schär - 275g

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten free, wheat free, lactose free, no preservatives

Gluten-free, wheat-free, lactose-free, no preservatives, Dr. Schär AG / SPA has provided the above information.",https://oda.com//de/products/45361-schar-schar-landbrot/,https://bilder.kolonial.no/local_products/79c68907-69e1-4d74-b0bc-27957f3391de.jpg?auto=format&fit=max&w=1000&s=ed5dd40b8300c1b0a94f467496ce9a7f,0.60 g,4.20 g,8.20 g,2.60 g,40 g,0.40 g,3 g,927 kJ / 220 kcal,in,"dr Schär AG / SPA, Winkelau 9, 39014 Burgstall/Postal, Italy","Corn starch, water, sourdough 14% (rice flour, water), buckwheat flour 11%,
Rice Flour, Vegetable Fiber (Psyllium), Rice Starch, Simple Syrup, Sunflower Oil,
SOY PROTEIN, sorghum flour, yeast, thickener: hydroxypropyl methylcellulose; Salt,
natural Aroma. May contain traces of MUSTARD.",275 Gramm,daily,"Bread, baked goods & spreads",Gluten free bread & pastries,oda,in,Mustard.,in,Deutschland,in,in,in,in,in,in,in,in
196,196,Schär Knusperbrot Dark,"1,99€","Dark crispbread with teff and buckwheat

Gluten-free, vegetarian, wheat-free, lactose-free, Dr. Schär AG / SPA has provided the above information.",https://oda.com//de/products/46173-schar-schar-knusperbrot-dunkel/,https://bilder.kolonial.no/local_products/378504c0-9f10-4702-9a01-92c6d085c973.jpg?auto=format&fit=max&w=843&s=286c3c8d02f2b234843fb9fcd22455ae,1.10 g,8.10 g,6 g,0 g,76 g,0.40 g,1.80 g,1544 kJ / 365 kcal,in,"dr Schär AG / SPA, Winkelau 9, 39014 Burgstall/Postal, Italy","Corn flour, rice flour, teff flour 20%, buckwheat flour 10%, pea fibre, salt, apple extract
May contain traces of SOYA. LACTOSE-FREE (lactose < 0.007g/100g)",125 Gramm,daily,"Bread, baked goods & spreads",Gluten free bread & pastries,oda,in,soybeans.,in,Spain,in,in,in,in,in,in,in,in
197,197,Schär Ciabatta Rustica,"2,89€","Hearty multigrain roll from Italy ready to bake

This product was packed in a protective atmosphere. , dr Schär AG / SPA has provided the above information.",https://oda.com//de/products/2470-schar-schar-ciabatta-rustica/,https://bilder.kolonial.no/local_products/a06b1a3f-e4f9-426c-850e-13359ec02427.jpg?auto=format&fit=max&w=459&s=8cb5063f8f96eacd6466d0a8ef8dc93b,0.92 g,6.80 g,9.60 g,4.60 g,38 g,1 g,9.40 g,1193 kJ / 285 kcal,in,"dr Schär AG / SPA, Winkelau 9, 39014 Burgstall/Postal, Italy","Corn starch, sourdough 14% (rice flour, water), water, rice flour, sunflower seeds 7%, buckwheat flour
5.5%, linseed 5%, yeast, vegetable fiber (psyllium, bamboo), apple extract, rice starch, thickener:
hydroxypropylmethyl cellulose; Sunflower oil, rice syrup, whole rice flour, SOY PROTEIN, millet flour, extra virgin olive oil, sea salt, acidifier: citric acid, tartaric acid (L+). May contain traces of LUPINE, MUSTARD and SESAME.",200 Gramm,daily,"Bread, baked goods & spreads",Gluten free bread & pastries,oda,in,"Mustard, sesame seeds, lupine.",in,Italy,in,in,in,in,in,in,in,in
198,198,Schär multigrain rolls,"2,79€","Our popular grain roll now with 80% more grains and sprinkled on both sides.
The savory seed roll for ready-to-bake, ideal for a wholesome and high-fiber diet!

sealed under protective athmosphere

Gluten-free, wheat-free, lactose-free, no preservatives, Dr. Schär AG / SPA has provided the above information.",https://oda.com//de/products/19417-schar-schar-mehrkornbrotchen/,https://bilder.kolonial.no/local_products/2b3b1134-4070-481b-8857-a7bba60cc56f.jpg?auto=format&fit=max&w=568&s=295acaaee194b2986da4cd5176581e04,0.74 g,8.20 g,11 g,2.50 g,35 g,1.50 g,13 g,1303 kJ / 312 kcal,in,"dr Schär AG / SPA, Winkelau 9, 39014 Burgstall/Postal, Italy","cornstarch,
Sourdough 13% (rice flour, water), water, sunflower seeds
11%, linseed 9.5%, rice flour,
Buckwheat flour 5%, vegetable fiber (psyllium husk Plantago Psyllium, bamboo), yeast, apple extract, rice starch, thickener:
hydroxypropylmethyl cellulose; sunflower oil,
Rice syrup, whole rice flour, SOY PROTEIN, millet flour,
extra virgin olive oil, sea salt, natural aroma,
Acidifier: tartaric acid (L+), citric acid. Can
Contains traces of LUPINE, SESAME and MUSTARD.",210 Gramm,daily,"Bread, baked goods & spreads",Gluten free bread & pastries,oda,in,"Mustard, sesame seeds, lupine.",in,Deutschland,in,in,in,in,in,in,in,in
199,199,Sharp wrap,"2,99€","Throw your favorite ingredients together, roll them up and the wrap is ready. So varied that no one can resist.

This product was packed in a protective atmosphere.

Gluten-free, wheat-free, lactose-free, vegetarian, high in fiber, Dr. Schär AG / SPA has provided the above information.",https://oda.com//de/products/31292-schar-schar-wrap/,https://bilder.kolonial.no/local_products/c31772b2-36eb-469e-a8b7-2dfd1728e8be.jpg?auto=format&fit=max&w=688&s=bcd01d1da0c756cdf34f69e34808045f,1 g,7.10 g,9.30 g,1.50 g,49 g,3.10 g,6.20 g,1258 kJ / 299 kcal,in,"dr Schär AG / SPA, Winkelau 9, 39014 Burgstall/Postal, Italy","Rice flour, water, vegetable margarine (palm fat, sunflower oil, water, emulsifier: mono and
diglycerides of fatty acids; salt), humectant: sorbitol; vegetable fiber (psyllium),
SOY PROTEIN, rice starch, thickeners: guar gum, locust bean gum; salt, acidifier:
tartaric acid (L+); Preservative: potassium sorbate. May contain traces of MUSTARD.",160 Gramm,daily,"Bread, baked goods & spreads",Gluten free bread & pastries,oda,in,Mustard.,in,Italy,in,in,in,in,in,in,in,in
200,200,Wasa Gluten and Lactose Free Classic,"3,79€",", Barilla Deutschland GmbH/ Wasa division has provided the above information.",https://oda.com//de/products/52001-wasa-wasa-gluten-und-laktosefrei-classic/,https://bilder.kolonial.no/local_products/805b52e1-615c-4913-8136-200de6a76c97.jpg?auto=format&fit=max&w=1000&s=e306b09733214d10a4c510108d30f4ed,1.40 g,4.50 g,6.70 g,5.30 g,74.20 g,1 g,7.80 g,1680 kJ / 398 kcal,in,"Barilla Deutschland GmbH/ Wasa Division, Wasastraße 10, D-29229 Celle, Germany","INGREDIENTS: Potato starch, rice flour, amaranth flour, rapeseed oil, fiber from sugar cane, lactose-free SKIMMED MILK POWDER, sugar syrup, sugar, rice sourdough powder (rice flour, water), emulsifier (mono- and diglycerides of fatty acids), yeast, salt, thickening agent: guar gum, fennel, anise, Caraway seeds.
MAY CONTAIN TRACES OF SESAME SEEDS.",240 Gramm,daily,"Bread, baked goods & spreads",Gluten free bread & pastries,oda,in,Sesame together.,in,Deutschland,in,in,in,in,in,in,in,in
201,201,Harry farmers gold crusts z.FB 6pcs,"2,39€","The Bauer Goldkrüschen have a characteristic cracked crust and granular coating. At home they are baked strong and golden brown. The special dough preparation brings the loose texture and a lot of taste.

Sealed under protective athmosphere. , Harry-Brot GmbH has provided the above information.",https://oda.com//de/products/56988-harry-harry-bauern-goldkrustchen-z-fb-6stk/,https://bilder.kolonial.no/local_products/673139c0-74b4-45af-8b95-64f2cce1e5aa.jpg?auto=format&fit=max&w=750&s=c6c2f623d69c6a311a2e6076be117c50,1 g,8.40 g,2.50 g,4.70 g,52 g,0.10 g,0.30 g,1058 kJ / 249 kcal,in,"Harry-Brot GmbH, 22859 Schenefeld","WHEAT flour, water, durum WHEAT semolina, yeast, salt, invert sugar syrup, malt extract (BARLEY malt, water), WHEAT malt flour, WHEAT protein, thickener guar gum, dextrose, acidity regulator sodium acetate, emulsifier mono- and diacetyl tartaric acid esters of mono- and diglycerides of fatty acids¹, flour treatment agent ascorbic acid.
¹ plant origin
May contain traces of SESAME.",480 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,Sesame together.,in,Deutschland,in,in,in,in,in,in,in,in
202,202,Harry Bäcker Premium Krüsschen z.FB 6pcs,"2,39€","Premium ready-to-bake crumbs, 6 pieces in a bag , Harry-Brot GmbH has provided the above information.",https://oda.com//de/products/56990-harry-harry-backer-premium-krustchen-z-fb-6stk/,https://bilder.kolonial.no/local_products/c4a6c999-8021-4595-986e-8df39eab02ce.jpg?auto=format&fit=max&w=750&s=44991906b39b1fc8f13c38ea51587bfe,1 g,8.50 g,3 g,4 g,50 g,0.20 g,1.80 g,1085 kJ / 256 kcal,in,"Harry-Brot GmbH, 22859 Schenefeld","WHEAT flour, water, yeast, salt, thickener guar flour, WHEAT malt flour, malt extract (BARLEY malt, water), rapeseed oil, emulsifier E472e*, WHEAT protein, dextrose, acidity regulator sodium acetate. * plant origin. May contain traces of sesame.",480 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,Sesame together.,in,Deutschland,in,in,in,in,in,in,in,in
203,203,Harry Rosenbroetchen z.Fb 6Stk,"2,39€","Rustic wheat roll with a characteristic cracking, crispy crust and a juicy crumb with a handcrafted look.

Sealed under protective athmosphere. , Harry-Brot GmbH has provided the above information.",https://oda.com//de/products/56992-harry-harry-rosenbroetchen-z-fb-6stk/,https://bilder.kolonial.no/local_products/1fe04fff-2156-42b0-b4f9-a9d1634a5baf.jpg?auto=format&fit=max&w=790&s=9bfedf196feb9bb3ef14165613ec5e33,1 g,7.80 g,3.80 g,4 g,46 g,0.60 g,2.30 g,1030 kJ / 244 kcal,in,"Harry-Brot GmbH, 22859 Schenefeld","WHEAT flour 60%, water, potato flakes, RYE flour, yeast, salt, thickener guar flour, invert sugar syrup, WHEAT malt flour, palm fat, rapeseed oil, malt extract (BARLEY malt, water), emulsifier mono- and diacetyl tartaric acid esters of mono- and diglycerides of fatty acids¹, WHEAT protein, dextrose, acidity regulator Sodium acetate, flour treatment agent ascorbic acid.
¹ plant origin
May contain traces of SESAME.",510 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,Sesame together.,in,Deutschland,in,in,in,in,in,in,in,in
204,204,Harry Rosenbroetchen pithy zFb 6 pcs,"2,39€","Crunchy wheat roll with a handcrafted look and feel with a characteristic cracking crust and with sunflower seeds and linseed.

Sealed under protective athmosphere. , Harry-Brot GmbH has provided the above information.",https://oda.com//de/products/56991-harry-harry-rosenbroetchen-kernig-zfb-6stk/,https://bilder.kolonial.no/local_products/7a87bf3b-ba85-40e0-9986-6b2cadfd27f6.jpg?auto=format&fit=max&w=790&s=18784e20f649925d01dbc009ecc8b759,1 g,8.90 g,6.20 g,4.10 g,42 g,0.70 g,6 g,1137 kJ / 270 kcal,in,"Harry-Brot GmbH, 22859 Schenefeld","WHEAT flour 54%, water, sunflower seeds 4%, linseed 4%, RYE flour, yeast, potato flakes, salt, thickener guar gum, invert sugar syrup, WHEAT malt flour, palm fat, rapeseed oil, malt extract (BARLEY malt, water), WHEAT protein, roasted WHEAT malt flour, dextrose, emulsifier mono- and Diacetyl tartaric acid esters of mono- and diglycerides of fatty acids¹, acidity regulator sodium acetate, flour treatment agent ascorbic acid.
¹ plant origin
May contain traces of SESAME.",510 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,Sesame together.,in,Deutschland,in,in,in,in,in,in,in,in
205,205,Harry Vital+Seed Rolls for baking 4 pieces,"2,09€","High-fiber wheat rolls with oilseeds and carrots.

Sealed under protective athmosphere. , Harry-Brot GmbH has provided the above information.",https://oda.com//de/products/56987-harry-harry-vital-saaten-brotchen-zum-aufbacken-4s/,https://bilder.kolonial.no/local_products/442598f1-ed6b-493d-93b1-654333983a96.jpg?auto=format&fit=max&w=886&s=dbd032282fa314a9829879526c89da00,1.10 g,11 g,9.80 g,4.40 g,38 g,0.70 g,5.50 g,1115 kJ / 265 kcal,in,"Harry-Brot GmbH, 22859 Schenefeld","WHEAT flour, water, linseed, pumpkin seeds, dried carrot strips, sunflower seeds, OAT flakes, yeast, SESAME, salt, WHEAT protein, WHEAT malt flour, thickener guar gum, malt extract (BARLEY malt, water), emulsifier mono- and diacetyl tartaric acid esters of mono- and diglycerides of fatty acids¹, dextrose, Acidity regulator sodium acetate, flour treatment agent ascorbic acid.
¹ of plant origin
May contain traces of EGG, SOY and MILK.",360 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,"Eggs, Soybeans, Milk.",in,Deutschland,in,in,in,in,in,in,in,in
206,206,Harry Schweizer Weckli z.Fb     4Stk,"1,39€","Swiss Weckli, ready-to-bake wheat rolls; 4 pieces per bag , Harry-Brot GmbH has provided the above information.",https://oda.com//de/products/56989-harry-harry-schweizer-weckli-z-fb-4stk/,https://bilder.kolonial.no/local_products/6304ed50-d3eb-49c8-aa5f-4b0fc0128f50.jpg?auto=format&fit=max&w=1000&s=1119f33ce79caa3c408a99c0d18a7a80,1.66 g,10.80 g,5 g,3.40 g,44 g,0.50 g,1.40 g,1023 kJ / 242 kcal,in,"Harry-Brot GmbH, 22859 Schenefeld","WHEAT flour¹, water, WHEAT protein, salt, yeast, thickener guar flour, durum WHEAT semolina, WHEAT malt flour, malt extract (BARLEY malt, water), BARLEY malt flour, emulsifier mono- and diacetyl tartaric acid esters of mono- and diglycerides of fatty acids², roasted WHEAT malt flour, RYE flour, dextrose, rapeseed oil, acerola powder, acidity regulator sodium acetates.
¹ Swiss smoked flour: still contains part of the outer skin layers
² plant origin
May contain traces of EGG, MILK and SESAME.",280 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,"eggs, milk, sesame seeds.",in,Deutschland,in,in,in,in,in,in,in,in
207,207,Sinnack Kaiser rolls wheat 4er,"0,99€","4 Kaiser rolls ready to bake. , Sinnack Backspecialities GmbH & Co. KG has provided the above information.",https://oda.com//de/products/46767-sinnack-sinnack-kaiser-brotchen-weizen-4er/,https://bilder.kolonial.no/local_products/41095ce9-77cc-45e5-92bf-7a57be0effe4.jpg?auto=format&fit=max&w=968&s=6530d65987c181929355537076abda19,1.40 g,8.20 g,in,2.30 g,2.30 g,2.10 g,2.10 g,1081 kJ / 258 kcal,in,"Sinnack Backspecialities GmbH & Co. KG, Harderhook 15, 46395 Bocholt, Germany","WHEAT FLOUR, water, yeast, iodized table salt (table salt, potassium iodate), dextrose, BARLEY MALT FLOUR, BARLEY MALT EXTRACT, BUTTER 0.7%, acidity regulator sodium acetate. Sealed under protective athmosphere. May contain traces of SESAME.",220 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
208,208,Sinnack wheat rolls 6 pieces. ready to bake,"1,09€","6 bread rolls ready to bake. , Sinnack Backspecialities GmbH & Co. KG has provided the above information.",https://oda.com//de/products/47425-sinnack-sinnack-weizenbrotchen-6stk-zum-fertigback/,https://bilder.kolonial.no/local_products/9e97ef1c-8b31-4457-a65f-910ad2e8040e.jpg?auto=format&fit=max&w=457&s=6a978b5d3967704755f0b5130ea07cd7,1.30 g,8.70 g,in,4.80 g,4.80 g,1 g,1 g,1077 kJ / 257 kcal,in,"Sinnack Backspecialities GmbH & Co. KG, Harderhook 15, 46395 Bocholt, Germany","WHEAT FLOUR (76.34%), water (17.01%), yeast (4.43%), iodised table salt (table salt, potassium iodate) (1.30%), dextrose (0.84%), BARLEY MALT EXTRACT (0, 08%), acidity regulator sodium acetate (0.02%). Sealed under protective athmosphere.",360 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,in,in,in,in,in,in,in,in,in,in,in
209,209,Sinnack baguette 2 for baking,"0,75€","Wheat baguette for baking. , Sinnack Backspecialities GmbH & Co. KG has provided the above information.",https://oda.com//de/products/47111-sinnack-sinnack-baguette-2er-zum-aufbacken/,https://bilder.kolonial.no/local_products/0d40d53f-07e8-4dcc-bec6-a52d5af5c57a.jpg?auto=format&fit=max&w=383&s=1c4d5844a706ce4cf53710e34391eb3c,1.30 g,8.70 g,in,3.10 g,50 g,0.50 g,1 g,1055 kJ / 252 kcal,in,"Sinnack Backspecialities GmbH & Co. KG, Harderhook 15, 46395 Bocholt, Germany","WHEAT FLOUR 73%, water, yeast, iodised table salt (table salt, potassium iodate), dextrose, acidity regulator sodium acetate. Sealed under protective athmosphere.",300 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,in,in,in,in,in,in,in,in,in,in,in
210,210,Sinnack multigrain rolls 8pcs. ready to bake,"1,75€","8 multigrain bread rolls ready to bake. Without preservative substances. , Sinnack Backspecialities GmbH & Co. KG has provided the above information.",https://oda.com//de/products/45201-sinnack-sinnack-mehrkorn-brotchen-8stk-zum-fertigb/,https://bilder.kolonial.no/local_products/4b6698a0-c300-4e60-817c-43d5cf45900e.jpg?auto=format&fit=max&w=722&s=0614997cf1f62e4ba95bc106b408eb52,1.30 g,8.70 g,in,1.70 g,in,6.70 g,6.70 g,1170 kJ / 280 kcal,in,"Sinnack Backspecialities GmbH & Co. KG, Harderhook 15, 46395 Bocholt, Germany","WHEAT FLOUR 48.08%, water 10.93%, sourdough (WHOLE RYE MEAL, water) 14.48%, RYE FLAKES 4.69%, linseed 3.58%, whole oat flakes 3.73%, yeast 3.46%, sunflower seeds 2, 13%, SESAME 3.28%, dextrose 1.73%, sunflower oil 1.73%, iodised table salt (table salt, potassium iodate) 1.12%, BARLEY MALT EXTRACT 0.94%, acidity regulator sodium acetate 0.12%. Sprinkles: linseed, SESAME. Sealed under protective athmosphere.",560 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
211,211,Sinnack Mixed Rolls 8pcs. ready to bake,"1,29€","8 mixed bread rolls ready to bake. , Sinnack Backspecialities GmbH & Co. KG has provided the above information.",https://oda.com//de/products/46383-sinnack-sinnack-gemischte-brotchen-8stk-zum-fertig/,https://bilder.kolonial.no/local_products/d7d1f817-5a8f-4650-81c5-f807c4631211.jpg?auto=format&fit=max&w=722&s=c8f1a4d5fc36d650ea64688758595012,1.30 g,9.10 g,in,3.30 g,3.30 g,3.20 g,3.20 g,1105 kJ / 264 kcal,in,"Sinnack Backspecialities GmbH & Co. KG, Harderhook 15, 46395 Bocholt, Germany","WHEAT FLOUR, water, sunflower seeds, yeast, SESAME, poppy seeds, iodised table salt (table salt, potassium iodate), sunflower oil, dexrose, acidity regulator sodium acetate. Sealed under protective athmosphere.",560 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
